run,bioproject,gbp,library_strategy,library_selection,model,sample_name,taxon_name,experiment_accession,experiment_title,library_name,library_source,library_layout,platform,submitter,study_accession,study_alias,study_centre_project_name,organisation,organisation_department,organisation_institution,organisation_street,organisation_city,organisation_country,organisation_contact_name,organisation_contact_email,sample_description,sample_alias,sample_accession,biosample,sample_title,chlorophyll_sensor,citation,ena_first_public,ena_last_update,event_date_time_end,external_id,insdc_center_alias,insdc_center_name,insdc_first_public,insdc_last_update,insdc_status,latitude_end,longitude_end,salinity_sensor,submitter_id,depth,environment_biome,environment_feature,environment_material,environmental_package,event_date_time_start,event_label,further_details,last_update_date,latitude_start,longitude_start,nitrate_sensor,oxygen_sensor,project_name,protocol_label,sample_collection_device,sample_name_1,sample_status,sampling_campaign,sampling_platform,sampling_station,size_fraction_lower_threshold,size_fraction_upper_threshold,temperature,study_title,design_description,study_abstract,study_links,number_of_runs_for_sample,spots,bases,run_size,published,read1_length_average,read1_length_stdev,read2_length_average,read2_length_stdev,marine_region,ena_first_public_1,ena_last_update_1,scientific_name,alias,ena_checklist,sra_accession
ERR599107,PRJEB1787,7.724,WGS,RANDOM,Illumina HiSeq 2000,TARA_B000000477,marine metagenome,ERX556113,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_AAHIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B000000477) was collected during the Tara Oceans expedition (2009-2013) at station TARA_066 (latitudeN=-34.8901, longitudeE=18.0459) on date/time=2010-07-15T15:36:10, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 30-30 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis.",SAMEA2620950,ERS490163,SAMEA2620950,TARA_20100715T1539Z_066_Combined-EVENTS_CAST_MB_D_(30 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B000000477,0.424363,tbd,2014-09-12,2015-11-04,2010-07-15T17:40,SAMEA2620950,GSC,Genoscope,2014-09-12T17:03:37Z,2015-11-04T11:48:46Z,public,-34.8477,18.1136,35.3315,TARA_B000000477,30,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2010-07-15T15:36:10,TARA_20100715T1539Z_066_Combined-EVENTS_CAST,tbd,2014-05-01Z,-34.8901,18.0459,99999,240.4135,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-3,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,TARA_B000000477,This version can be used to provide data discovery services,TARA_20100624Z,SV Tara,TARA_066,0.22,3,15.01895,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,37400168,7723523452,5270620282,2014-09-13 07:26:38,102.18,13.67,104.33,10.56,(search radius=5 degrees) Marine Ecoregion:Agulhas Bank (MRGID:21806),"","","","","",""
ERR599108,PRJEB1787,8.315,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000927,marine metagenome,ERX556026,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_ADGIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100000927) was collected during the Tara Oceans expedition (2009-2013) at station TARA_109 (latitudeN=2.0299, longitudeE=-84.5546) on date/time=2011-05-12T22:15, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 28-32 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000928.",SAMEA2622336,ERS492177,SAMEA2622336,TARA_20110512T2215Z_109_EVENT_PUMP_P_D_(30 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000927,0.737378,tbd,2014-09-12,2015-11-04,2011-05-12T23:30,SAMEA2622336,GSC,Genoscope,2014-09-12T17:03:38Z,2015-11-04T11:49:00Z,public,2.0663,-84.5304,34.344808,TARA_B100000927,30,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2011-05-12T22:15,TARA_20110512T2215Z_109_EVENT_PUMP,tbd,2014-05-01Z,2.0299,-84.5546,3.886605,203.127654,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,PUMP (High Volume Peristaltic Pump) with ECOTriplet,TARA_B100000927,This version can be used to provide data discovery services,TARA_20110509Z,SV Tara,TARA_109,0.22,3,26.532035,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,41956417,8314806150,5264995779,2014-09-13 07:26:38,99.11,7.82,99.06,8.3,"(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Cocos Islands (MRGID:21970)","","","","","",""
ERR599110,PRJEB1787,26.202,WGS,RANDOM,Illumina HiSeq 2000,TARA_B000000441,marine metagenome,ERX556023,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_AAEIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B000000441) was collected during the Tara Oceans expedition (2009-2013) at station TARA_065 (latitudeN=-35.2421, longitudeE=26.3048) on date/time=2010-07-12T11:03:22, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 30-30 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis.",SAMEA2620890,ERS490085,SAMEA2620890,TARA_20100712T1106Z_065_Combined-EVENTS_CAST_MB_D_(30 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B000000441,0.272648,tbd,2014-09-12,2015-11-04,2010-07-12T12:12,SAMEA2620890,GSC,Genoscope,2014-09-12T17:03:37Z,2015-11-04T11:48:41Z,public,-35.2528,26.317,99999,TARA_B000000441,30,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2010-07-12T11:03:22,TARA_20100712T1106Z_065_Combined-EVENTS_CAST,tbd,2014-05-01Z,-35.2421,26.3048,99999,206.43725,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-3,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,TARA_B000000441,This version can be used to provide data discovery services,TARA_20100624Z,SV Tara,TARA_065,0.22,3,21.81495,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,135439143,26202213493,18433635456,2014-09-13 07:26:39,97.13,10.28,96.33,11.54,"(search radius=5 degrees) Marine Province:Agulhas (MRGID:21760), Marine Province:Northern New Zealand (MRGID:21786), Marine Ecoregion:Natal (MRGID:21805), Marine Ecoregion:Agulhas Bank (MRGID:21806)","","","","","",""
ERR599111,PRJEB1787,36.624,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000029,marine metagenome,ERX556025,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_ABNIOSF_r2,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100000029) was collected during the Tara Oceans expedition (2009-2013) at station TARA_034 (latitudeN=18.4417, longitudeE=39.8567) on date/time=2010-01-20T11:50, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 58-62 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis.",SAMEA2619907,ERS488685,SAMEA2619907,TARA_20100120T1150Z_034_EVENT_PUMP_P_D_(60 m)_BACT_NUC-DNA(100L)_W0.22-1.6_TARA_B100000029,0.181406,tbd,2014-09-12,2015-11-04,2010-01-20T13:43,SAMEA2619907,GSC,Genoscope,2014-09-12T17:03:36Z,2015-11-04T11:48:15Z,public,18.49,39.8483,38.916583,TARA_B100000029,60,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2010-01-20T11:50,TARA_20100120T1150Z_034_EVENT_PUMP,tbd,2014-05-01Z,18.4417,39.8567,0.08645,175.384083,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-1.6,PUMP (High Volume Peristaltic Pump) with ECOTriplet,TARA_B100000029,This version can be used to provide data discovery services,TARA_20100108Z,SV Tara,TARA_034,0.22,1.6,27.589917,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,187030708,36623683151,26018961945,2014-09-13 07:26:39,98.09,9.09,97.73,10.17,"(search radius=5 degrees) Marine Province:Red Sea and Gulf of Aden (MRGID:21776), Marine Ecoregion:Southern Red Sea (MRGID:21918)","","","","","",""
ERR599113,PRJEB1787,5.153,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000965,marine metagenome,ERX555930,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_ADAIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100000965) was collected during the Tara Oceans expedition (2009-2013) at station TARA_100 (latitudeN=-12.9723, longitudeE=-96.0122) on date/time=2011-04-15T19:38, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 48-52 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000966.",SAMEA2622119,ERS491874,SAMEA2622119,TARA_20110415T1938Z_100_EVENT_PUMP_P_D_(50 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000965,0.366887,tbd,2014-09-12,2015-11-04,2011-04-15T23:26,SAMEA2622119,GSC,Genoscope,2014-09-12T17:03:39Z,2015-11-04T11:49:25Z,public,-12.9226,-96.0932,35.544655,TARA_B100000965,50,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2011-04-15T19:38,TARA_20110415T1938Z_100_EVENT_PUMP,tbd,2014-05-01Z,-12.9723,-96.0122,1.501977,216.790338,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,PUMP (High Volume Peristaltic Pump) with ECOTriplet,TARA_B100000965,This version can be used to provide data discovery services,TARA_20110401Z,SV Tara,TARA_100,0.22,3,20.649431,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,25877702,5152908766,3238940274,2014-09-13 07:26:39,99.3,6.95,99.82,6.47,"","","","","","",""
ERR599114,PRJEB1787,8.18,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100001121,marine metagenome,ERX556044,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_AEKIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100001121) was collected during the Tara Oceans expedition (2009-2013) at station TARA_125 (latitudeN=-8.9111, longitudeE=-142.5571) on date/time=2011-08-08T17:33, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100001122.",SAMEA2622817,ERS492888,SAMEA2622817,TARA_20110808T1733Z_125_EVENT_PUMP_P_S_(5 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100001121,0.233673,tbd,2014-09-12,2015-11-04,2011-08-08T19:54,SAMEA2622817,GSC,Genoscope,2014-09-12T17:03:38Z,2015-11-04T11:48:51Z,public,-8.895,-142.6228,35.427733,TARA_B100001121,5,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2011-08-08T17:33,TARA_20110808T1733Z_125_EVENT_PUMP,tbd,2014-05-01Z,-8.9111,-142.5571,4.985942,187.302833,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,PUMP (High Volume Peristaltic Pump),TARA_B100001121,This version can be used to provide data discovery services,TARA_20110726Z,SV Tara,TARA_125,0.22,3,26.780158,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,40936449,8179952798,5151403758,2014-09-13 07:26:40,99.91,5.8,99.91,6.1,"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)","","","","","",""
ERR599116,PRJEB1787,25.464,WGS,RANDOM,Illumina HiSeq 2000,TARA_A100001035,marine metagenome,ERX556022,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_ABIIOSF_r2,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_A100001035) was collected during the Tara Oceans expedition (2009-2013) at station TARA_032 (latitudeN=23.36, longitudeE=37.2183) on date/time=2010-01-11T07:21, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_A100001034.",SAMEA2619818,ERS488569,SAMEA2619818,TARA_20100111T0721Z_032_EVENT_PUMP_P_S_(5 m)_BACT_NUC-DNA(100L)_W0.22-1.6_TARA_A100001035,0,tbd,2014-09-12,2015-11-04,2010-01-11T11:00,SAMEA2619818,GSC,Genoscope,2014-09-12T17:03:37Z,2015-11-04T11:48:34Z,public,23.4017,37.2183,39.74725,TARA_A100001035,5,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2010-01-11T07:21,TARA_20100111T0721Z_032_EVENT_PUMP,tbd,2014-05-01Z,23.36,37.2183,-0.541919,188.416583,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-1.6,PUMP (High Volume Peristaltic Pump),TARA_A100001035,This version can be used to provide data discovery services,TARA_20100108Z,SV Tara,TARA_032,0.22,1.6,25.824383,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,127806508,25464254491,16591575817,2014-09-13 07:26:40,99.73,5.44,99.51,6.39,"(search radius=5 degrees) Marine Province:Red Sea and Gulf of Aden (MRGID:21776), Marine Ecoregion:Northern and Central Red Sea (MRGID:21919)","","","","","",""
ERR599118,PRJEB1787,31.666,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000925,marine metagenome,ERX555963,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_ADFIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100000925) was collected during the Tara Oceans expedition (2009-2013) at station TARA_109 (latitudeN=1.9928, longitudeE=-84.5766) on date/time=2011-05-12T14:00, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000926.",SAMEA2622316,ERS492145,SAMEA2622316,TARA_20110512T1400Z_109_EVENT_PUMP_P_S_(5 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000925,0.28167,tbd,2014-09-12,2015-11-04,2011-05-12T17:50,SAMEA2622316,GSC,Genoscope,2014-09-12T17:03:38Z,2015-11-04T11:48:51Z,public,2.0596,-84.553,33.3676,TARA_B100000925,5,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2011-05-12T14:00,TARA_20110512T1400Z_109_EVENT_PUMP,tbd,2014-05-01Z,1.9928,-84.5766,1.210114,198.635833,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,PUMP (High Volume Peristaltic Pump),TARA_B100000925,This version can be used to provide data discovery services,TARA_20110509Z,SV Tara,TARA_109,0.22,3,27.617558,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,159269781,31665804914,21131846251,2014-09-13 07:26:40,99.6,6.13,99.21,7.53,"(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Cocos Islands (MRGID:21970)","","","","","",""
ERR599119,PRJEB1787,8.351,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100001121,marine metagenome,ERX555960,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_AEKIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100001121) was collected during the Tara Oceans expedition (2009-2013) at station TARA_125 (latitudeN=-8.9111, longitudeE=-142.5571) on date/time=2011-08-08T17:33, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100001122.",SAMEA2622817,ERS492888,SAMEA2622817,TARA_20110808T1733Z_125_EVENT_PUMP_P_S_(5 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100001121,0.233673,tbd,2014-09-12,2015-11-04,2011-08-08T19:54,SAMEA2622817,GSC,Genoscope,2014-09-12T17:03:38Z,2015-11-04T11:48:51Z,public,-8.895,-142.6228,35.427733,TARA_B100001121,5,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2011-08-08T17:33,TARA_20110808T1733Z_125_EVENT_PUMP,tbd,2014-05-01Z,-8.9111,-142.5571,4.985942,187.302833,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,PUMP (High Volume Peristaltic Pump),TARA_B100001121,This version can be used to provide data discovery services,TARA_20110726Z,SV Tara,TARA_125,0.22,3,26.780158,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,41818200,8351444203,5305639197,2014-09-13 07:26:40,99.87,5.82,99.84,6.19,"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)","","","","","",""
ERR599120,PRJEB1787,8.807,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100001027,marine metagenome,ERX555979,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_ACSIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100001027) was collected during the Tara Oceans expedition (2009-2013) at station TARA_098 (latitudeN=-25.8051, longitudeE=-111.7202) on date/time=2011-04-03T13:44, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_B100001028,TARA_B100001024.",SAMEA2621990,ERS491699,SAMEA2621990,TARA_20110403T1344Z_098_EVENT_PUMP_P_S_(5 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B100001027,0.013449,tbd,2014-09-12,2015-11-04,2011-04-03T16:35,SAMEA2621990,GSC,Genoscope,2014-09-12T17:03:38Z,2015-11-04T11:49:21Z,public,-25.8126,-111.7386,36.402683,TARA_B100001027,5,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2011-04-03T13:44,TARA_20110403T1344Z_098_EVENT_PUMP,tbd,2014-05-01Z,-25.8051,-111.7202,-1.567491,200.538167,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-3,PUMP (High Volume Peristaltic Pump),TARA_B100001027,This version can be used to provide data discovery services,TARA_20110401Z,SV Tara,TARA_098,0.22,3,25.14875,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,44191270,8806652834,5632559619,2014-09-13 07:26:40,99.64,6.42,99.65,6.92,"(search radius=5 degrees) Marine Province:Easter Island (MRGID:15120), Marine Ecoregion:Easter Island (MRGID:15120)","","","","","",""
ERR599121,PRJEB1787,35.93,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000795,marine metagenome,ERX555997,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,APY_ACQIOSF_r1,METAGENOMIC,PAIRED,ILLUMINA,"GSC, ",ERP001736,study_APY,APY,Genoscope,,,,,,,,"This sample (TARA_B100000795) was collected during the Tara Oceans expedition (2009-2013) at station TARA_085 (latitudeN=-62.2231, longitudeE=-49.2139) on date/time=2011-01-06T19:34:21, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 80-98 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000794.",SAMEA2621536,ERS491095,SAMEA2621536,TARA_20110106T1936Z_085_Combined-EVENTS_CAST_MB_D_(90 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000795,0.540091,tbd,2014-09-12,2015-11-04,2011-01-06T21:17,SAMEA2621536,GSC,Genoscope,2014-09-12T17:03:39Z,2015-11-04T11:49:36Z,public,-62.2658,-49.1658,34.319478,TARA_B100000795,90,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2011-01-06T19:34:21,TARA_20110106T1936Z_085_Combined-EVENTS_CAST,tbd,2014-05-01Z,-62.2231,-49.2139,33.109231,325.402987,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,TARA_B100000795,This version can be used to provide data discovery services,TARA_20101231Z,SV Tara,TARA_085,0.22,3,-0.78154,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.,,Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.,[],1,186420792,35930271140,27030797956,2014-09-13 07:26:40,96.45,11.28,96.29,11.9,"(search radius=5 degrees) Marine Province:Scotia Sea (MRGID:21742), Marine Ecoregion:South Orkney Islands (MRGID:21928)","","","","","",""
