run,bioproject,gbp,library_strategy,library_selection,model,sample_name,taxon_name,experiment_accession,experiment_title,library_name,library_source,library_layout,platform,submitter,study_accession,study_alias,study_centre_project_name,organisation,organisation_department,organisation_institution,organisation_street,organisation_city,organisation_country,organisation_contact_name,organisation_contact_email,sample_description,sample_alias,sample_accession,biosample,sample_title,ena_first_public,ena_last_update,event_device,external_id,iho,insdc_center_alias,insdc_center_name,insdc_first_public,insdc_last_update,insdc_status,latitude_end,longitude_end,sampling_objective,submitter_id,broker_name,depth,env_biome,env_feature,env_material,environmental_package,event_date_time,latitude,longitude,geo_loc_name,mrgid,project_name,protocol_label,salinity_pss,sample_name_1,sample_title_1,sampling_campaign,sampling_platform,sampling_site,temperature_degC,study_title,design_description,study_abstract,study_links,number_of_runs_for_sample,spots,bases,run_size,published,read1_length_average,read1_length_stdev,read2_length_average,read2_length_stdev,size_frac_low,size_frac_up,size_frac,lat_lon,year,month,day,time,collection_date,layer,local_time,samp_size,samp_vol_we_dna_ext
ERR771074,PRJEB8682,0.605,WGS,RANDOM,Illumina MiSeq,97,marine metagenome,ERX714256,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,Water samples taken at surface of the Robben Island Site with a Niskin bottle and CTD profile dips taken at each site using XRX620 CTD.,SAMEA3275518,ERS667532,SAMEA3275518,OSD133_2014-06-21_0m_NPL022,2015-03-03,2016-10-21,"5L Niskin bottle, 10L plastic bottles, XRX620 CTD.",SAMEA3275518,South Atlantic Ocean,OSD_Lwandle Technologies,OSD_Lwandle Technologies,2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,-33.93572,18.47147,Water samples taken at surface of the Robben Island Site with a Niskin bottle and CTD profile dips taken at each site using XRX620 CTD.,97,"Max Planck Institute for Marine Microbiology, Bremen",0,ENVO:0000047,ENVO:00002042,ENVO_00002010,water,2014-06-21T09:24:00+00,-33.897069,18.386825,South Atlantic Ocean,1914,Micro B3,NPL022,35.16,97,OSD133_2014-06-21_0m_NPL022,OSD-Jun-2014,Robben Island,"OSD133,Robben Island",15.06,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1702695,605019654,315863100,2015-03-04 04:56:26,177.67,72.1,177.67,72.1,0.22,,0.22-NA,-33.897069 18.386825,2014,06,21,09:24:00,2014-06-21,surface water,,,
ERR771075,PRJEB8682,0.481,WGS,RANDOM,Illumina MiSeq,198,marine metagenome,ERX714297,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,OSD sampling day,SAMEA3275519,ERS667533,SAMEA3275519,OSD132_2014-06-22_0.5m_NPL022,2015-03-03,2016-10-21,pump,SAMEA3275519,Mediterranean Sea - Eastern Basin,OSD_Institution Bar ilan university,OSD_Institution Bar ilan university,2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,32.0694,34.843,OSD sampling day,198,"Max Planck Institute for Marine Microbiology, Bremen",0.5,Mediterranean Sea:,ultra oligotropic,vv,water,2014-06-22T10:45:00+00,32.0694,34.843,Mediterranean Sea - Eastern Basin,4280,Micro B3,NPL022,39.35,198,OSD132_2014-06-22_0.5m_NPL022,OSD-Jun-2014,deck beach,"OSD132,Sdot YAM",27.3,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1260026,480750732,255919392,2015-03-04 04:56:38,190.77,79.5,190.77,79.5,0.22,,0.22-NA,32.0694 34.843,2014,06,22,10:45:00,2014-06-22,surface water,,,
ERR771076,PRJEB8682,0.259,WGS,RANDOM,Illumina MiSeq,66,marine metagenome,ERX714298,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,Black sea salinity is unique and bacterial diversity here is still in larger scale unstudied. In coastal zones this is even a more severe problem as these are with high ecological and public importance. Our interest are bacterial groups involved in biogeochemical processes in sediments and their interaction with the upstanding water column.,SAMEA3275520,ERS667534,SAMEA3275520,OSD131_2014-06-21_1m_NPL022,2015-03-03,2017-11-06,Niskin bottle,SAMEA3275520,Black Sea,"OSD_Institute of Biodiversity and Ecosystem Research, Bulgarian Academy of Sciences","OSD_Institute of Biodiversity and Ecosystem Research, Bulgarian Academy of Sciences",2015-03-03T17:02:18Z,2017-11-06T14:28:09Z,public,42.252939,27.415647,Black sea salinity is unique and bacterial diversity here is still in larger scale unstudied. In coastal zones this is even a more severe problem as these are with high ecological and public importance. Our interest are bacterial groups involved in biogeochemical processes in sediments and their interaction with the upstanding water column.,66,"Max Planck Institute for Marine Microbiology, Bremen",1,ENVO:00000447 marine biome,ENVO:00002042 surface water,ENVO:00002010 seawater,water,2014-06-21T10:24:00+00,42.244907,27.400804,Black Sea,3319,Micro B3,NPL022,14.3,66,OSD131_2014-06-21_1m_NPL022,OSD-Jun-2014,"Research vessel, LEM","OSD131,Zlatna ribka",22.5,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,569074,259344424,148165973,2015-03-04 04:56:38,227.87,78.53,227.87,78.53,0.22,,0.22-NA,42.244907 27.400804,2014,06,21,10:24:00,2014-06-21,surface water,,,
ERR771077,PRJEB8682,0.457,WGS,RANDOM,Illumina MiSeq,258,marine metagenome,ERX714299,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,"Sampling of coastal waves, Eyjafjordur",SAMEA3275521,ERS667535,SAMEA3275521,OSD130_2014-06-21_1m_NPL022,2015-03-03,2016-10-21,Plastic containers 5 L,SAMEA3275521,Greenland Sea,OSD_Jacobs University Bremen and University of Akureyri,OSD_Jacobs University Bremen and University of Akureyri,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,66.1316,-18.7902,"Sampling of coastal waves, Eyjafjordur",258,"Max Planck Institute for Marine Microbiology, Bremen",1,ENVO:00000039,ENVO:00002150,ENVO:00002010,water,2014-06-21T11:41:00+00,66.1316,-18.7902,Greenland Sea,2356,Micro B3,NPL022,48,258,OSD130_2014-06-21_1m_NPL022,OSD-Jun-2014,Beach,"OSD130,Eyafjordur_5",10.1,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1183894,457092600,240512233,2015-03-04 04:56:38,193.05,74.93,193.05,74.93,0.22,,0.22-NA,66.1316 -18.7902,2014,06,21,11:41:00,2014-06-21,surface water,,,
ERR771078,PRJEB8682,0.464,WGS,RANDOM,Illumina MiSeq,31,marine metagenome,ERX714333,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,The link between bacterial diversity and microbial community function in the unique Black Sea is very interesting and important.,SAMEA3275634,ERS667655,SAMEA3275634,OSD13_2014-06-21_0m_NPL022,2015-03-03,2016-10-21,Nansen bottle,SAMEA3275634,Black Sea,"OSD_Institute of Oceanology - Bulgarian Academy of Sciences, Varna","OSD_Institute of Oceanology - Bulgarian Academy of Sciences, Varna",2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,43.175843,27.908643,The link between bacterial diversity and microbial community function in the unique Black Sea is very interesting and important.,31,"Max Planck Institute for Marine Microbiology, Bremen",0,ENVO:00000447,ENVO:00002042,ENVO:00002010,water,2014-06-21T08:30:00+00,43.175843,27.908643,Black Sea,3319,Micro B3,NPL022,12.6,31,OSD13_2014-06-21_0m_NPL022,OSD-Jun-2014,research vessel Akademik,"OSD13,Varna Bay",22.87,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1147632,463915560,233152945,2015-03-04 04:56:38,202.12,81.61,202.12,81.61,0.22,,0.22-NA,43.175843 27.908643,2014,06,21,08:30:00,2014-06-21,surface water,,,
ERR771079,PRJEB8682,0.477,WGS,RANDOM,Illumina MiSeq,257,marine metagenome,ERX714300,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,"Eyjafjordur, Akureyri, Iceland",SAMEA3275522,ERS667536,SAMEA3275522,OSD129_2014-06-21_10m_NPL022,2015-03-03,2016-10-21,Niskin bottles 1.6 L,SAMEA3275522,Greenland Sea,OSD_Jacobs University Bremen and University of Akureyri,OSD_Jacobs University Bremen and University of Akureyri,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,65.48868,-18.0608,"Eyjafjordur, Akureyri, Iceland",257,"Max Planck Institute for Marine Microbiology, Bremen",10,ENVO:00000039,ENVO:00002151,ENVO:00002010,water,2014-06-21T16:38:00+00,65.817186,-18.101835,Greenland Sea,2356,Micro B3,NPL022,61.5,257,OSD129_2014-06-21_10m_NPL022,OSD-Jun-2014,Research Vessel Einari Nesi,"OSD129,Eyafjordur_4",9.9,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1277932,477145576,248408980,2015-03-04 04:56:38,186.69,77.33,186.69,77.33,0.22,,0.22-NA,65.817186 -18.101835,2014,06,21,16:38:00,2014-06-21,surface water,,,
ERR771080,PRJEB8682,0.458,WGS,RANDOM,Illumina MiSeq,256,marine metagenome,ERX714222,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,"Eyjafjordur, Akureyri, Iceland",SAMEA3275523,ERS667537,SAMEA3275523,OSD128_2014-06-21_1m_NPL022,2015-03-03,2016-10-21,Nissan bottles 1.6 L,SAMEA3275523,Greenland Sea,OSD_Jacobs University Bremen and University of Akureyri,OSD_Jacobs University Bremen and University of Akureyri,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,65.4877,-18.06032,"Eyjafjordur, Akureyri, Iceland",256,"Max Planck Institute for Marine Microbiology, Bremen",1,ENVO:00000039,ENVO:00002042,ENVO:00002010,water,2014-06-21T17:05:00+00,65.4886,-18.0608,Greenland Sea,2356,Micro B3,NPL022,14,256,OSD128_2014-06-21_1m_NPL022,OSD-Jun-2014,Research vessel Einari Nesi,"OSD128,Eyafjordur_3",12,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1156692,457659120,247271003,2015-03-04 04:56:38,197.83,80.82,197.83,80.82,0.22,,0.22-NA,65.4886 -18.0608,2014,06,21,17:05:00,2014-06-21,surface water,,,
ERR771081,PRJEB8682,0.427,WGS,RANDOM,Illumina MiSeq,255,marine metagenome,ERX714287,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,Ocean water in 10 m depth for comparison with same location at 1 m,SAMEA3275524,ERS667538,SAMEA3275524,OSD127_2014-06-21_10m_NPL022,2015-03-03,2016-10-21,Niskin Bottles 1.6 L,SAMEA3275524,Greenland Sea,OSD_Jacobs University Bremen and University of Akureyri,OSD_Jacobs University Bremen and University of Akureyri,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,66.00696,-18.19041,Ocean water in 10 m depth for comparison with same location at 1 m,255,"Max Planck Institute for Marine Microbiology, Bremen",10,ENVO:00000039,ENVO:00002151,ENVO:00002010,water,2014-06-21T11:43:00+00,66.00776,-18.19531,Greenland Sea,2356,Micro B3,NPL022,59.7,255,OSD127_2014-06-21_10m_NPL022,OSD-Jun-2014,Research vessel Einari Nesi,"OSD127,Eyafjordur_2",11.24,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1049596,427477506,231033462,2015-03-04 04:56:38,203.64,76.3,203.64,76.3,0.22,,0.22-NA,66.00776 -18.19531,2014,06,21,11:43:00,2014-06-21,surface water,,,
ERR771082,PRJEB8682,0.73,WGS,RANDOM,Illumina MiSeq,254,marine metagenome,ERX714243,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,"Surface water sample in Fjord Eyjafjordur, Iceland at 21.6.2014 at 12:15. 0.22 um Sterivex filtration",SAMEA3275525,ERS667539,SAMEA3275525,OSD126_2014-06-21_1m_NPL022,2015-03-03,2016-10-21,Nissan Bottles 1.6 L,SAMEA3275525,Greenland Sea,OSD_Jacobs University Bremen and University of Akureyri,OSD_Jacobs University Bremen and University of Akureyri,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,66.00659,-18.19753,"Surface water sample in Fjord Eyjafjordur, Iceland at 21.6.2014 at 12:15. 0.22 um Sterivex filtration",254,"Max Planck Institute for Marine Microbiology, Bremen",1,ENVO:00000039,ENVO:00002002,ENVO:00002010,water,2014-06-21T12:15:00+00,66.00691,-18.19653,Greenland Sea,2356,Micro B3,NPL022,42.3,254,OSD126_2014-06-21_1m_NPL022,OSD-Jun-2014,Research Vessel Einari Nesi,"OSD126,Eyafjordur_1",12.2,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,2007669,729927846,384559452,2015-03-04 04:56:39,181.78,72.7,181.78,72.7,0.22,,0.22-NA,66.00691 -18.19653,2014,06,21,12:15:00,2014-06-21,surface water,,,
ERR771083,PRJEB8682,0.352,WGS,RANDOM,Illumina MiSeq,251,marine metagenome,ERX714255,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,Sampling for OSD,SAMEA3275526,ERS667540,SAMEA3275526,OSD125_2014-06-21_0m_NPL022,2015-03-03,2016-10-21,Bucket and Rope/Horiba,SAMEA3275526,North Sea,"OSD_Dove Marine Laboratory, School of Marine Science and Technology, Newcastle University","OSD_Dove Marine Laboratory, School of Marine Science and Technology, Newcastle University",2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,55.03306,-1.43278,Sampling for OSD,251,"Max Planck Institute for Marine Microbiology, Bremen",0,marine biome,surface water,seawater,water,2014-06-21T13:00:00+00,55.03306,-1.43278,North Sea,2350,Micro B3,NPL022,26.4,251,OSD125_2014-06-21_0m_NPL022,OSD-Jun-2014,Pier,"OSD125,Dove Marine Laboratory Cullercoats Beach",16.04,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1086012,352051136,163799279,2015-03-04 04:56:39,162.08,76.51,162.08,76.51,0.22,,0.22-NA,55.03306 -1.43278,2014,06,21,13:00:00,2014-06-21,surface water,,,
ERR771084,PRJEB8682,0.348,WGS,RANDOM,Illumina MiSeq,184,marine metagenome,ERX714292,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,Marine biome and virome,SAMEA3275527,ERS667541,SAMEA3275527,OSD124_2014-06-21_5m_NPL022,2015-03-03,2016-10-21,Sterivex filter unit with peristatic pump,SAMEA3275527,Japan Sea,OSD_Kyoto University,OSD_Kyoto University,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,34.32444,135.12083,Marine biome and virome,184,"Max Planck Institute for Marine Microbiology, Bremen",5,ENVO:0000447,ENVO:00002149,ENVO:00002149,water,2014-06-21T12:25:00+00,34.32444,135.12083,Japan Sea,4307,Micro B3,NPL022,33.19,184,OSD124_2014-06-21_5m_NPL022,OSD-Jun-2014,Vessel at fixed position,"OSD124,Osaka Bay",21.15,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1045275,348046918,162869934,2015-03-04 04:56:39,166.49,77.9,166.49,77.9,0.22,,0.22-NA,34.32444 135.12083,2014,06,21,12:25:00,2014-06-21,surface water,,,
ERR771085,PRJEB8682,0.402,WGS,RANDOM,Illumina MiSeq,189,marine metagenome,ERX714270,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,test,SAMEA3275529,ERS667543,SAMEA3275529,OSD123_2014-06-22_4m_NPL022,2015-03-03,2016-10-21,YSI,SAMEA3275529,Mediterranean Sea - Eastern Basin,"OSD_Institution- Israel Oceanographic and Limnological Research, National institute of Oceanography","OSD_Institution- Israel Oceanographic and Limnological Research, National institute of Oceanography",2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,32.822,32.954,test,189,"Max Planck Institute for Marine Microbiology, Bremen",4,oligotrophic,eastern Mediterranean Sea,l,water,2014-06-22T11:00:00+00,32.822,32.954,Mediterranean Sea - Eastern Basin,4280,Micro B3,NPL022,39.4,189,OSD123_2014-06-22_4m_NPL022,OSD-Jun-2014,pump,"OSD123,Shikmona",27,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1190201,401696324,192880883,2015-03-04 04:56:39,168.75,78.13,168.75,78.13,0.22,,0.22-NA,32.822 32.954,2014,06,22,11:00:00,2014-06-22,surface water,,,
ERR771086,PRJEB8682,0.442,WGS,RANDOM,Illumina MiSeq,196,marine metagenome,ERX714237,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,Sampling for OSD,SAMEA3275530,ERS667544,SAMEA3275530,OSD122_2014-06-22_0m_NPL022,2015-03-03,2016-10-21,pump,SAMEA3275530,Gulf of Aqaba,OSD_Institution Bar ilan university,OSD_Institution Bar ilan university,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,29.4667,34.9291,Sampling for OSD,196,"Max Planck Institute for Marine Microbiology, Bremen",0,Gulf of Eilat,oligotropic,vv,water,2014-06-22T09:45:00+00,29.4667,34.9291,Gulf of Aqaba,4263,Micro B3,NPL022,40.5,196,OSD122_2014-06-22_0m_NPL022,OSD-Jun-2014,boat,"OSD122,Station A Gulf Of Eilat",24,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1394470,442004042,199865818,2015-03-04 04:56:26,158.48,74.34,158.48,74.34,0.22,,0.22-NA,29.4667 34.9291,2014,06,22,09:45:00,2014-06-22,surface water,,,
ERR771087,PRJEB8682,0.352,WGS,RANDOM,Illumina MiSeq,9,marine metagenome,ERX714301,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,Analysis of prokaryotic diversity in surface seawater.,SAMEA3275531,ERS667548,SAMEA3275531,OSD118_2014-06-24_0.2m_NPL022,2015-03-03,2016-10-21,Carboy,SAMEA3275531,Celtic Sea,"OSD_BioMERIT Research Centre / Environmental Research Institute, University College Cork","OSD_BioMERIT Research Centre / Environmental Research Institute, University College Cork",2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,51.7423,-8.3112,Analysis of prokaryotic diversity in surface seawater.,9,"Max Planck Institute for Marine Microbiology, Bremen",0.2,ENVO:00000447,ENVO:00002042,ENVO:00002010,water,2014-06-24T12:14:00+00,51.7423,-8.3112,Celtic Sea,2351,Micro B3,NPL022,38,9,OSD118_2014-06-24_0.2m_NPL022,OSD-Jun-2014,ENVO:00000000 SHORE,"OSD118,Lough Hyne",18,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1083095,352280438,165467084,2015-03-04 04:56:26,162.63,78.6,162.63,78.6,0.22,,0.22-NA,51.7423 -8.3112,2014,06,24,12:14:00,2014-06-24,surface water,,,
ERR771088,PRJEB8682,0.359,WGS,RANDOM,Illumina MiSeq,215,marine metagenome,ERX714303,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,"Water sampling for the Ocean Sampling Day, investigate ocean microbial diversity",SAMEA3275532,ERS667549,SAMEA3275532,OSD117_2014-06-21_0m_NPL022,2015-03-03,2016-10-21,Sterilized 5L-Bucket,SAMEA3275532,North Atlantic Ocean,OSD_IPMA,OSD_IPMA,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,37.167,-7.504,"Water sampling for the Ocean Sampling Day, investigate ocean microbial diversity",215,"Max Planck Institute for Marine Microbiology, Bremen",0,Coastal Sea area,Pelagic isothermal surface,Mesotrophic water,water,2014-06-21T16:10:00+00,37.167,-7.504,North Atlantic Ocean,1912,Micro B3,NPL022,37.93,215,OSD117_2014-06-21_0m_NPL022,OSD-Jun-2014,Beach/Intertidal zone structure,"OSD117,S Iberian Atlantic - Tavira Beach",23.64,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1072444,358983846,173863550,2015-03-04 04:56:39,167.37,76.56,167.37,76.56,0.22,,0.22-NA,37.167 -7.504,2014,06,21,16:10:00,2014-06-21,surface water,,,
ERR771089,PRJEB8682,0.365,WGS,RANDOM,Illumina MiSeq,239,marine metagenome,ERX714302,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,OSD2014 @ PT MAINLAND,SAMEA3275533,ERS667550,SAMEA3275533,OSD116_2014-06-21_0m_NPL022,2015-03-03,2016-10-21,ACID WASHED RECIPIENT,SAMEA3275533,North Atlantic Ocean,OSD_MARE - Marine and Environmental Sciences Centre,OSD_MARE - Marine and Environmental Sciences Centre,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,39.415067,-9.218828,OSD2014 @ PT MAINLAND,239,"Max Planck Institute for Marine Microbiology, Bremen",0,ENVO:01000020,ENVO:00002042,ENVO.00002150,water,2014-06-21T13:30:00+00,39.415067,-9.218828,North Atlantic Ocean,1912,Micro B3,NPL022,22.5,239,OSD116_2014-06-21_0m_NPL022,OSD-Jun-2014,Ground,"OSD116,Lagoa de Ãbidos",24.7,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1082235,364963130,177162719,2015-03-04 04:56:39,168.62,77.18,168.62,77.18,0.22,,0.22-NA,39.415067 -9.218828,2014,06,21,13:30:00,2014-06-21,surface water,,,
