run,bioproject,gbp,library_strategy,library_selection,model,sample_name,taxon_name,experiment_accession,experiment_title,library_name,library_source,library_layout,platform,submitter,study_accession,study_alias,study_centre_project_name,organisation,organisation_department,organisation_institution,organisation_street,organisation_city,organisation_country,organisation_contact_name,organisation_contact_email,sample_description,sample_alias,sample_accession,biosample,sample_title,host,isolation_source,collection_date,geo_loc_name,lat_lon,samp_collect_device,source_material_id,temp,phosphate,nitro,biosamplemodel,study_title,design_description,study_abstract,study_links,number_of_runs_for_sample,spots,bases,run_size,published,read1_length_average,read1_length_stdev,read2_length_average,read2_length_stdev,replicate,library_id_pub,ccdho_expocode_pub,section_id_pub,latitude_decimal_deg_n_pub,longitude_decimal_deg_w_pub,year_pub,month_pub,day_pub,local_hour_pub,local_minute_pub,iso_datetime_utc_pub,depth,temperature_deg_c_pub,phosphate_bottle_umol_l_1_pub,nitrate+nitrite_bottle_umol_l_1_pub,ctd_station_no_pub,sample_method_pub,platform_strategy_pub
SRR13122063,PRJNA656268,3.95,WGS,RANDOM,Illumina NovaSeq 6000,C132020_066_meta,marine metagenome,SRX9564284,Metagenome of whole ocean water: Bio-GO-SHIP,C132020_066_meta,METAGENOMIC,PAIRED,ILLUMINA,"Earth System Science, Bio-GO-SHIP",SRP278138,PRJNA656268,Marine metagenome,Biological Global Ocean Ship-based Hydrographic Investigations Program,Earth System Science,Biological Global Ocean Ship-based Hydrographic Investigations Program,"3208 Croul Hall, University of California Irvine",Irvine,USA,Adam C. Martiny,amartiny@uci.edu,No Station,C132020_066,SRS7776384,SAMN16861270,C132020_066_meta,,"marine water, oceanic",2020-04-01T08:05:00Z,Atlantic Ocean,17.911943 S 17.464705 W,underway,C13.5/A13.5-066,26.435,,,Metagenome or environmental,Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects,"Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.","The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects.","[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]",1,13079843,3950112586,1324527004,2021-03-01 10:09:38,151,0,151,0,biological replicate 1,C132020_066_meta,33RO20200321,C13.5/A13.5,-17.911943,-17.464705,2020,4,1,8,5,2020-04-01T08:05:00Z,7,26.434999999999999,NA,NA,NA,underway,NovaSeq_150PE
SRR13122064,PRJNA656268,8.172,WGS,RANDOM,Illumina NovaSeq 6000,C132020_065_meta,marine metagenome,SRX9564283,Metagenome of whole ocean water: Bio-GO-SHIP,C132020_065_meta,METAGENOMIC,PAIRED,ILLUMINA,"Earth System Science, Bio-GO-SHIP",SRP278138,PRJNA656268,Marine metagenome,Biological Global Ocean Ship-based Hydrographic Investigations Program,Earth System Science,Biological Global Ocean Ship-based Hydrographic Investigations Program,"3208 Croul Hall, University of California Irvine",Irvine,USA,Adam C. Martiny,amartiny@uci.edu,No Station,C132020_065,SRS7765298,SAMN16861269,C132020_065_meta,,"marine water, oceanic",2020-04-01T06:58:00Z,Atlantic Ocean,18.063470 S 17.303143 W,underway,C13.5/A13.5-065,26.443,,,Metagenome or environmental,Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects,"Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.","The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects.","[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]",1,27059204,8171879608,2674255341,2021-03-01 10:09:38,151,0,151,0,biological replicate 1,C132020_065_meta,33RO20200321,C13.5/A13.5,-18.06347,-17.303143,2020,4,1,6,58,2020-04-01T06:58:00Z,7,26.443000000000001,NA,NA,NA,underway,NovaSeq_150PE
SRR13122065,PRJNA656268,6.609,WGS,RANDOM,Illumina NovaSeq 6000,C132020_064_meta,marine metagenome,SRX9564282,Metagenome of whole ocean water: Bio-GO-SHIP,C132020_064_meta,METAGENOMIC,PAIRED,ILLUMINA,"Earth System Science, Bio-GO-SHIP",SRP278138,PRJNA656268,Marine metagenome,Biological Global Ocean Ship-based Hydrographic Investigations Program,Earth System Science,Biological Global Ocean Ship-based Hydrographic Investigations Program,"3208 Croul Hall, University of California Irvine",Irvine,USA,Adam C. Martiny,amartiny@uci.edu,No Station,C132020_064,SRS7773865,SAMN16861268,C132020_064_meta,,"marine water, oceanic",2020-03-31T19:47:00Z,Atlantic Ocean,19.695712 S 15.514650 W,underway,C13.5/A13.5-064,26.106,,,Metagenome or environmental,Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects,"Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.","The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects.","[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]",1,21885258,6609347916,2205212621,2021-03-01 10:09:38,151,0,151,0,biological replicate 1,C132020_064_meta,33RO20200321,C13.5/A13.5,-19.695712,-15.51465,2020,3,31,19,47,2020-03-31T19:47:00Z,7,26.106000000000002,NA,NA,NA,underway,NovaSeq_150PE
SRR13122066,PRJNA656268,4.685,WGS,RANDOM,Illumina NovaSeq 6000,C132020_063_meta,marine metagenome,SRX9564281,Metagenome of whole ocean water: Bio-GO-SHIP,C132020_063_meta,METAGENOMIC,PAIRED,ILLUMINA,"Earth System Science, Bio-GO-SHIP",SRP278138,PRJNA656268,Marine metagenome,Biological Global Ocean Ship-based Hydrographic Investigations Program,Earth System Science,Biological Global Ocean Ship-based Hydrographic Investigations Program,"3208 Croul Hall, University of California Irvine",Irvine,USA,Adam C. Martiny,amartiny@uci.edu,No Station,C132020_063,SRS7760069,SAMN16861267,C132020_063_meta,,"marine water, oceanic",2020-03-31T18:00:00Z,Atlantic Ocean,19.974257 S 15.229425 W,underway,C13.5/A13.5-063,26.1685,,,Metagenome or environmental,Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects,"Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.","The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects.","[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]",1,15514210,4685291420,1521338315,2021-03-01 10:09:38,151,0,151,0,biological replicate 1,C132020_063_meta,33RO20200321,C13.5/A13.5,-19.974257,-15.229425,2020,3,31,18,0,2020-03-31T18:00:00Z,7,26.169,NA,NA,NA,underway,NovaSeq_150PE
SRR13122067,PRJNA656268,1.599,WGS,RANDOM,Illumina NovaSeq 6000,C132020_062_meta,marine metagenome,SRX9564280,Metagenome of whole ocean water: Bio-GO-SHIP,C132020_062_meta,METAGENOMIC,PAIRED,ILLUMINA,"Earth System Science, Bio-GO-SHIP",SRP278138,PRJNA656268,Marine metagenome,Biological Global Ocean Ship-based Hydrographic Investigations Program,Earth System Science,Biological Global Ocean Ship-based Hydrographic Investigations Program,"3208 Croul Hall, University of California Irvine",Irvine,USA,Adam C. Martiny,amartiny@uci.edu,No Station,C132020_062,SRS7769684,SAMN16861266,C132020_062_meta,,"marine water, oceanic",2020-03-31T16:00:00Z,Atlantic Ocean,20.254842 S 14.924363 W,underway,C13.5/A13.5-062,25.972,,,Metagenome or environmental,Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects,"Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.","The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects.","[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]",1,5293743,1598710386,563250565,2021-03-01 10:09:38,151,0,151,0,biological replicate 1,C132020_062_meta,33RO20200321,C13.5/A13.5,-20.254842,-14.924363,2020,3,31,16,0,2020-03-31T16:00:00Z,7,25.972000000000001,NA,NA,NA,underway,NovaSeq_150PE
SRR13122068,PRJNA656268,1.275,WGS,RANDOM,Illumina NovaSeq 6000,C132020_008_meta,marine metagenome,SRX9564279,Metagenome of whole ocean water: Bio-GO-SHIP,C132020_008_meta,METAGENOMIC,PAIRED,ILLUMINA,"Earth System Science, Bio-GO-SHIP",SRP278138,PRJNA656268,Marine metagenome,Biological Global Ocean Ship-based Hydrographic Investigations Program,Earth System Science,Biological Global Ocean Ship-based Hydrographic Investigations Program,"3208 Croul Hall, University of California Irvine",Irvine,USA,Adam C. Martiny,amartiny@uci.edu,No Station,C132020_008,SRS7763666,SAMN16861203,C132020_008_meta,,"marine water, oceanic",2020-03-23T10:36:00Z,Atlantic Ocean,38.414028 S 9.240160 E,underway,C13.5/A13.5-008,20.2,,,Metagenome or environmental,Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects,"Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.","The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects.","[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]",1,4223106,1275378012,493407266,2021-03-01 10:09:38,151,0,151,0,biological replicate 1,C132020_008_meta,33RO20200321,C13.5/A13.5,-38.414028,9.24016,2020,3,23,12,36,2020-03-23T10:36:00Z,7,20.2,NA,NA,NA,underway,NovaSeq_150PE
SRR13122069,PRJNA656268,2.678,WGS,RANDOM,Illumina NovaSeq 6000,C132020_061_meta,marine metagenome,SRX9564278,Metagenome of whole ocean water: Bio-GO-SHIP,C132020_061_meta,METAGENOMIC,PAIRED,ILLUMINA,"Earth System Science, Bio-GO-SHIP",SRP278138,PRJNA656268,Marine metagenome,Biological Global Ocean Ship-based Hydrographic Investigations Program,Earth System Science,Biological Global Ocean Ship-based Hydrographic Investigations Program,"3208 Croul Hall, University of California Irvine",Irvine,USA,Adam C. Martiny,amartiny@uci.edu,No Station,C132020_061,SRS7775272,SAMN16861265,C132020_061_meta,,"marine water, oceanic",2020-03-31T14:05:00Z,Atlantic Ocean,20.539680 S 14.614822 W,underway,C13.5/A13.5-061,25.858,,,Metagenome or environmental,Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects,"Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.","The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects.","[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]",1,8866506,2677684812,908042799,2021-03-01 10:09:38,151,0,151,0,biological replicate 1,C132020_061_meta,33RO20200321,C13.5/A13.5,-20.53968,-14.614822,2020,3,31,14,5,2020-03-31T14:05:00Z,7,25.858000000000001,NA,NA,NA,underway,NovaSeq_150PE
SRR13122070,PRJNA656268,2.389,WGS,RANDOM,Illumina NovaSeq 6000,C132020_060_meta,marine metagenome,SRX9564277,Metagenome of whole ocean water: Bio-GO-SHIP,C132020_060_meta,METAGENOMIC,PAIRED,ILLUMINA,"Earth System Science, Bio-GO-SHIP",SRP278138,PRJNA656268,Marine metagenome,Biological Global Ocean Ship-based Hydrographic Investigations Program,Earth System Science,Biological Global Ocean Ship-based Hydrographic Investigations Program,"3208 Croul Hall, University of California Irvine",Irvine,USA,Adam C. Martiny,amartiny@uci.edu,No Station,C132020_060,SRS7765108,SAMN16861264,C132020_060_meta,,"marine water, oceanic",2020-03-31T13:02:00Z,Atlantic Ocean,20.696987 S 14.441403 W,underway,C13.5/A13.5-060,25.828,,,Metagenome or environmental,Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects,"Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.","The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects.","[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]",1,7908976,2388510752,781886394,2021-03-01 10:09:38,151,0,151,0,biological replicate 1,C132020_060_meta,33RO20200321,C13.5/A13.5,-20.696987,-14.441403,2020,3,31,13,2,2020-03-31T13:02:00Z,7,25.827999999999999,NA,NA,NA,underway,NovaSeq_150PE
SRR13122071,PRJNA656268,2.65,WGS,RANDOM,Illumina NovaSeq 6000,C132020_059_meta,marine metagenome,SRX9564276,Metagenome of whole ocean water: Bio-GO-SHIP,C132020_059_meta,METAGENOMIC,PAIRED,ILLUMINA,"Earth System Science, Bio-GO-SHIP",SRP278138,PRJNA656268,Marine metagenome,Biological Global Ocean Ship-based Hydrographic Investigations Program,Earth System Science,Biological Global Ocean Ship-based Hydrographic Investigations Program,"3208 Croul Hall, University of California Irvine",Irvine,USA,Adam C. Martiny,amartiny@uci.edu,No Station,C132020_059,SRS7764831,SAMN16861263,C132020_059_meta,,"marine water, oceanic",2020-03-31T12:09:00Z,Atlantic Ocean,20.827647 S 14.298067 W,underway,C13.5/A13.5-059,25.803,,,Metagenome or environmental,Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects,"Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.","The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects.","[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]",1,8776014,2650356228,889071551,2021-03-01 10:09:38,151,0,151,0,biological replicate 1,C132020_059_meta,33RO20200321,C13.5/A13.5,-20.827647,-14.298067,2020,3,31,12,9,2020-03-31T12:09:00Z,7,25.803000000000001,NA,NA,NA,underway,NovaSeq_150PE
SRR13122072,PRJNA656268,1.673,WGS,RANDOM,Illumina NovaSeq 6000,C132020_058_meta,marine metagenome,SRX9564275,Metagenome of whole ocean water: Bio-GO-SHIP,C132020_058_meta,METAGENOMIC,PAIRED,ILLUMINA,"Earth System Science, Bio-GO-SHIP",SRP278138,PRJNA656268,Marine metagenome,Biological Global Ocean Ship-based Hydrographic Investigations Program,Earth System Science,Biological Global Ocean Ship-based Hydrographic Investigations Program,"3208 Croul Hall, University of California Irvine",Irvine,USA,Adam C. Martiny,amartiny@uci.edu,No Station,C132020_058,SRS7773828,SAMN16861262,C132020_058_meta,,"marine water, oceanic",2020-03-31T11:00:00Z,Atlantic Ocean,20.998500 S 14.110983 W,underway,C13.5/A13.5-058,25.669,,,Metagenome or environmental,Bio-GO-SHIP: Global marine 'omics studies of repeat hydrography transects,"Metagenomes generated through Illumina Nextera DNA tagmentation followed by PCR annealing of unique dual index barcodes. Libraries were bead-cleaned, quantified, and pooled at equimolar concentration. Pooled libraries were sequenced for 150 bp PE reads.","The Global Ocean Shipboard Hydrographic Investigations Program (GO-SHIP) is a ship-based global survey of ocean hydrographic sections, which are repeatedly measured on a decadal time scale. The program covers a suite of physical (light, heat, currents, water column structure, etc.) and chemical (nutrients, oxygen, dissolved organic and inorganic carbon, pH, etc.) state variables over the full ocean water column, and in areas of the ocean inaccessible to other platforms. The principal scientific objectives for GO-SHIP are: (1) understanding and documenting the large-scale ocean water property distributions, their changes, and drivers of those changes, and (2) addressing questions of how a future ocean will increase in dissolved inorganic carbon, become more acidified and more stratified, and experience changes in circulation and ventilation processes due to global warming and altered water cycle.The vision of the biological GO-SHIP initiative, or ""Bio-GO-SHIP,"" is to develop a deep understanding of the link between the physio-chemical environment and global ocean plankton diversity, abundance, and biogeochemical roles in the context of a changing ocean. This will be achieved through systematic, high-quality, and calibrated sampling of marine 'omics products.In this BioProject, we aim to provide a singular resource for Bio-GO-SHIP 'omics datasets. We also provide appropriate metadata such that the 'omics data may be linked to the broad range of state variables measured by GO-SHIP and associated oceanographic transects.","[{""label"": ""The Global Ocean Ship-based Hydrographic Investigations Program"", ""url"": ""https://www.go-ship.org/""}]",1,5538131,1672515562,544544383,2021-03-01 10:09:38,151,0,151,0,biological replicate 1,C132020_058_meta,33RO20200321,C13.5/A13.5,-20.9985,-14.110983,2020,3,31,11,0,2020-03-31T11:00:00Z,7,25.669,NA,NA,NA,underway,NovaSeq_150PE
