sample	biosample	run	bioproject	gbp	library_strategy	library_selection	model	sample_name	taxon_name	experiment_accession	experiment_title	library_name	library_source	library_layout	platform	submitter	study_accession	study_alias	study_centre_project_name	organisation	organisation_department	organisation_institution	organisation_street	organisation_city	organisation_country	organisation_contact_name	organisation_contact_email	sample_description	sample_alias	sample_accession	sample_title	collection_date	depth	env_biome	env_feature	env_material	geo_loc_name	study_title	design_description	study_abstract	study_links	number_of_runs_for_sample	spots	bases	run_size	published	read1_length_average	read1_length_stdev	read2_length_average	read2_length_stdev	year	month	day	time	temperature_degC	salinity_pss	size_frac_low	size_frac_up	size_frac	samp_size	samp_vol_we_dna_ext	lat_lon	latitude	longitude	layer	local_time	environmental_package	project	season	sub_region_seavox	region_seavox	provcode_longhurst	provdescr_longhurst	environment	geometry
TARA_SAMEA2621509_5_2011_01_06	SAMEA2621509	ERR599090,ERR599176	PRJEB1787	31.917,7.558	WGS	RANDOM	Illumina HiSeq 2000	TARA_B100000787	marine metagenome	ERX556110,ERX556133	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	APY_ACPIOSF_r1	METAGENOMIC	PAIRED	ILLUMINA	GSC, 	ERP001736	study_APY	APY	Genoscope								This sample (TARA_B100000787) was collected during the Tara Oceans expedition (2009-2013) at station TARA_085 (latitudeN=-62.0385, longitudeE=-49.529) on date/time=2011-01-06T10:38, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000788.	SAMEA2621509	ERS491044	TARA_20110106T1038Z_085_EVENT_PUMP_P_S_(5 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000787	2011-01-06	5.0	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	(search radius=5 degrees) Marine Province:Scotia Sea (MRGID:21742), Marine Ecoregion:South Orkney Islands (MRGID:21928)	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.		Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.	[]	1	163038595,37811950	31916527125,7558363512	22924681005,4700680438	2014-09-13 07:26:37,2014-09-13 07:26:39	100.05,98.06	5.57,9.01	97.7,99.84	10.14,6.61	2011	1	6	10:38:00	0.67108	34.35388	0.22	3.0	0.22-3			-62.0385 -49.529	-62.0385	-49.529	surface water		water	TARA	Winter	WEDDELL SEA	SOUTHERN OCEAN	APLR	Polar - Austral Polar Province	Polar	c(-49.529, -62.0385)
TARA_SAMEA2621536_90_2011_01_06	SAMEA2621536	ERR599104,ERR599121	PRJEB1787	35.93,6.384	WGS	RANDOM	Illumina HiSeq 2000	TARA_B100000795	marine metagenome	ERX555997,ERX556064	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	APY_ACQIOSF_r1	METAGENOMIC	PAIRED	ILLUMINA	GSC, 	ERP001736	study_APY	APY	Genoscope								This sample (TARA_B100000795) was collected during the Tara Oceans expedition (2009-2013) at station TARA_085 (latitudeN=-62.2231, longitudeE=-49.2139) on date/time=2011-01-06T19:34:21, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 80-98 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000794.	SAMEA2621536	ERS491095	TARA_20110106T1936Z_085_Combined-EVENTS_CAST_MB_D_(90 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000795	2011-01-06	90.0	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	(search radius=5 degrees) Marine Province:Scotia Sea (MRGID:21742), Marine Ecoregion:South Orkney Islands (MRGID:21928)	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.		Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.	[]	1	186420792,32068490	35930271140,6383747719	27030797956,4061401311	2014-09-13 07:26:38,2014-09-13 07:26:40	96.45,99.68	11.28,6.62	96.29,99.38	11.9,7.81	2011	1	6	19:34:21	-0.78154	34.319478	0.22	3.0	0.22-3			-62.2231 -49.2139	-62.2231	-49.2139	deep chlorophyll maximum		water	TARA	Winter	WEDDELL SEA	SOUTHERN OCEAN	APLR	Polar - Austral Polar Province	Polar	c(-49.2139, -62.2231)
TARA_SAMEA2621779_5_2011_03_12	SAMEA2621779	ERR599064	PRJEB1787	27.447	WGS	RANDOM	Illumina HiSeq 2000	TARA_B100001063	marine metagenome	ERX555965	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	APY_AFAIOSF_r1	METAGENOMIC	PAIRED	ILLUMINA	GSC, 	ERP001736	study_APY	APY	Genoscope								This sample (TARA_B100001063) was collected during the Tara Oceans expedition (2009-2013) at station TARA_093 (latitudeN=-34.0614, longitudeE=-73.1066) on date/time=2011-03-12T11:34, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_B100001062.	SAMEA2621779	ERS491421	TARA_20110312T1134Z_093_EVENT_PUMP_P_S_(5 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B100001063	2011-03-12	5.0	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	(search radius=5 degrees) Marine Ecoregion:Central Chile (MRGID:22007), Marine Ecoregion:Araucanian (MRGID:22009)	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.		Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.	[]	1	137491742	27446848797	18255816321	2014-09-13 07:26:36	99.71	5.47	99.91	5.51	2011	3	12	11:34:00	18.014508	34.295417	0.22	3.0	0.22-3			-34.0614 -73.1066	-34.0614	-73.1066	surface water		water	TARA	Winter	SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	CHIL	Coastal - Chile-Peru Current Coastal Province	Coastal	c(-73.1066, -34.0614)
TARA_SAMEA2621812_35_2011_03_12	SAMEA2621812	ERR598965	PRJEB1787	33.511	WGS	RANDOM	Illumina HiSeq 2000	TARA_B100001059	marine metagenome	ERX556045	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	APY_AFBIOSF_r1	METAGENOMIC	PAIRED	ILLUMINA	GSC, 	ERP001736	study_APY	APY	Genoscope								This sample (TARA_B100001059) was collected during the Tara Oceans expedition (2009-2013) at station TARA_093 (latitudeN=-33.9116, longitudeE=-73.0537) on date/time=2011-03-12T19:36:38, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 35-35 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis.	SAMEA2621812	ERS491463	TARA_20110312T1937Z_093_Combined-EVENTS_CAST_MB_D_(35 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B100001059	2011-03-12	35.0	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	(search radius=5 degrees) Marine Ecoregion:Central Chile (MRGID:22007), Marine Ecoregion:Araucanian (MRGID:22009)	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.		Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.	[]	1	169305863	33510959943	21820330007	2014-09-13 07:26:32	98.75	9.07	99.18	7.72	2011	3	12	19:36:38	16.40115	34.267975	0.22	3.0	0.22-3			-33.9116 -73.0537	-33.9116	-73.0537	deep chlorophyll maximum		water	TARA	Winter	SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	CHIL	Coastal - Chile-Peru Current Coastal Province	Coastal	c(-73.0537, -33.9116)
TARA_SAMEA2621839_5_2011_03_18	SAMEA2621839	ERR599050	PRJEB1787	45.549	WGS	RANDOM	Illumina HiSeq 2000	TARA_B100001057	marine metagenome	ERX555988	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	APY_AFCIOSF_r1	METAGENOMIC	PAIRED	ILLUMINA	GSC, 	ERP001736	study_APY	APY	Genoscope								This sample (TARA_B100001057) was collected during the Tara Oceans expedition (2009-2013) at station TARA_094 (latitudeN=-32.7971, longitudeE=-87.0693) on date/time=2011-03-18T11:57, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis.	SAMEA2621839	ERS491492	TARA_20110318T1157Z_094_EVENT_PUMP_P_S_(5 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B100001057	2011-03-18	5.0	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	(search radius=5 degrees) Marine Ecoregion:Kermadec Island (MRGID:21914)	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.		Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.	[]	1	230009431	45548660624	31297803959	2014-09-13 07:26:35	99.01	6.38	99.02	7.28	2011	3	18	11:57:00	21.131962	34.682604	0.22	3.0	0.22-3			-32.7971 -87.0693	-32.7971	-87.0693	surface water		water	TARA	Winter	SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	c(-87.0693, -32.7971)
TARA_SAMEA2621859_5_2011_03_24	SAMEA2621859	ERR598967	PRJEB1787	37.391	WGS	RANDOM	Illumina HiSeq 2000	TARA_B100000989	marine metagenome	ERX556130	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	APY_AFDIOSF_r1	METAGENOMIC	PAIRED	ILLUMINA	GSC, 	ERP001736	study_APY	APY	Genoscope								This sample (TARA_B100000989) was collected during the Tara Oceans expedition (2009-2013) at station TARA_096 (latitudeN=-29.7238, longitudeE=-101.1604) on date/time=2011-03-24T13:00, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_B100000990.	SAMEA2621859	ERS491525	TARA_20110324T1300Z_096_EVENT_PUMP_P_S_(5 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B100000989	2011-03-24	5.0	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)		Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.		Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.	[]	1	188910040	37390906215	26370675974	2014-09-13 07:26:32	98.88	7.28	99.05	7.52	2011	3	24	13:00:00	23.799133	35.766117	0.22	3.0	0.22-3			-29.7238 -101.1604	-29.7238	-101.1604	surface water		water	TARA	Spring	SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	c(-101.1604, -29.7238)
TARA_SAMEA2621990_5_2011_04_03	SAMEA2621990	ERR599093,ERR599120	PRJEB1787	16.289,8.807	WGS	RANDOM	Illumina HiSeq 2000	TARA_B100001027	marine metagenome	ERX555979,ERX556049	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	APY_ACSIOSF_r1	METAGENOMIC	PAIRED	ILLUMINA	GSC, 	ERP001736	study_APY	APY	Genoscope								This sample (TARA_B100001027) was collected during the Tara Oceans expedition (2009-2013) at station TARA_098 (latitudeN=-25.8051, longitudeE=-111.7202) on date/time=2011-04-03T13:44, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_B100001028,TARA_B100001024.	SAMEA2621990	ERS491699	TARA_20110403T1344Z_098_EVENT_PUMP_P_S_(5 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B100001027	2011-04-03	5.0	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	(search radius=5 degrees) Marine Province:Easter Island (MRGID:15120), Marine Ecoregion:Easter Island (MRGID:15120)	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.		Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.	[]	1	44191270,82380100	16288631213,8806652834	11163748572,5632559619	2014-09-13 07:26:37,2014-09-13 07:26:40	99.21,99.64	6.42,7.29	98.51,99.65	6.92,9.01	2011	4	3	13:44:00	25.14875	36.402683	0.22	3.0	0.22-3			-25.8051 -111.7202	-25.8051	-111.7202	surface water		water	TARA	Spring	SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	c(-111.7202, -25.8051)
TARA_SAMEA2622074_5_2011_04_09	SAMEA2622074	ERR599024	PRJEB1787	33.58	WGS	RANDOM	Illumina HiSeq 2000	TARA_B100000886	marine metagenome	ERX555926	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	APY_AFFIOSF_r1	METAGENOMIC	PAIRED	ILLUMINA	GSC, 	ERP001736	study_APY	APY	Genoscope								This sample (TARA_B100000886) was collected during the Tara Oceans expedition (2009-2013) at station TARA_099 (latitudeN=-21.146, longitudeE=-104.787) on date/time=2011-04-09T13:56, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_B100000888.	SAMEA2622074	ERS491804	TARA_20110409T1356Z_099_EVENT_PUMP_P_S_(5 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B100000886	2011-04-09	5.0	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)		Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.		Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.	[]	1	169274791	33580197485	22017233945	2014-09-13 07:26:32	99.24	7.76	99.14	7.95	2011	4	9	13:56:00	23.788833	36.129117	0.22	3.0	0.22-3			-21.146 -104.787	-21.146	-104.787	surface water		water	TARA	Spring	SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	c(-104.787, -21.146)
TARA_SAMEA2622097_5_2011_04_15	SAMEA2622097	ERR599063,ERR599163,ERR599169	PRJEB1787	23.454,4.861,8.894	WGS	RANDOM	Illumina HiSeq 2000	TARA_B100000963	marine metagenome	ERX555916,ERX556074,ERX556092	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	APY_ACXIOSF_r2	METAGENOMIC	PAIRED	ILLUMINA	GSC, 	ERP001736	study_APY	APY	Genoscope								This sample (TARA_B100000963) was collected during the Tara Oceans expedition (2009-2013) at station TARA_100 (latitudeN=-13.0023, longitudeE=-95.9759) on date/time=2011-04-15T12:45, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000964.	SAMEA2622097	ERS491836	TARA_20110415T1245Z_100_EVENT_PUMP_P_S_(5 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000963	2011-04-15	5.0	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)		Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.		Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.	[]	1	117555141,24329597,44682390	23454289270,4861103472,8893821326	15110710370,2999834838,5530037432	2014-09-13 07:26:36,2014-09-13 07:26:39,2014-09-13 07:26:41	99.58,99.64,99.84	5.17,6.24,6.74	100.16,99.46,99.68	5.47,6.0,7.42	2011	4	15	12:45:00	25.2512	35.835267	0.22	3.0	0.22-3			-13.0023 -95.9759	-13.0023	-95.9759	surface water		water	TARA	Spring	SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	c(-95.9759, -13.0023)
TARA_SAMEA2622119_50_2011_04_15	SAMEA2622119	ERR599081,ERR599113	PRJEB1787	28.709,5.153	WGS	RANDOM	Illumina HiSeq 2000	TARA_B100000965	marine metagenome	ERX555917,ERX555930	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	APY_ADAIOSF_r1	METAGENOMIC	PAIRED	ILLUMINA	GSC, 	ERP001736	study_APY	APY	Genoscope								This sample (TARA_B100000965) was collected during the Tara Oceans expedition (2009-2013) at station TARA_100 (latitudeN=-12.9723, longitudeE=-96.0122) on date/time=2011-04-15T19:38, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 48-52 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000966.	SAMEA2622119	ERS491874	TARA_20110415T1938Z_100_EVENT_PUMP_P_D_(50 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000965	2011-04-15	50.0	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)		Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.		Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.	[]	1	144664216,25877702	28708507114,5152908766	18923958359,3238940274	2014-09-13 07:26:36,2014-09-13 07:26:39	99.3,99.54	6.58,6.95	98.91,99.82	6.47,8.29	2011	4	15	19:38:00	20.649431	35.544655	0.22	3.0	0.22-3			-12.9723 -96.0122	-12.9723	-96.0122	deep chlorophyll maximum		water	TARA	Spring	SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	c(-96.0122, -12.9723)
TARA_SAMEA2622173_5_2011_04_21	SAMEA2622173	ERR598943,ERR598978	PRJEB1787	26.38,7.278	WGS	RANDOM	Illumina HiSeq 2000	TARA_B100000900	marine metagenome	ERX555954,ERX556029	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	APY_ADCIOSF_r1	METAGENOMIC	PAIRED	ILLUMINA	GSC, 	ERP001736	study_APY	APY	Genoscope								This sample (TARA_B100000900) was collected during the Tara Oceans expedition (2009-2013) at station TARA_102 (latitudeN=-5.2529, longitudeE=-85.1545) on date/time=2011-04-21T20:07, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000901.	SAMEA2622173	ERS491938	TARA_20110421T2007Z_102_EVENT_PUMP_P_S_(5 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000900	2011-04-21	5.0	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Guayaquil (MRGID:21974)	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.		Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.	[]	1	132611913,36334542	26380169467,7278294015	17236089510,4377701937	2014-09-13 07:26:31,2014-09-13 07:26:34	100.33,99.53	4.65,6.37	99.4,99.99	6.2,7.14	2011	4	21	20:07:00	24.943108	34.748175	0.22	3.0	0.22-3			-5.2529 -85.1545	-5.2529	-85.1545	surface water		water	TARA	Spring	SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	CHIL	Coastal - Chile-Peru Current Coastal Province	Coastal	c(-85.1545, -5.2529)
TARA_SAMEA2622219_40_2011_04_22	SAMEA2622219	ERR598962,ERR599007,ERR599168	PRJEB1787	13.736,26.357,4.734	WGS	RANDOM	Illumina HiSeq 2000	TARA_B100000902	marine metagenome	ERX556001,ERX556005,ERX556048	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	APY_ADDIOSF_r1	METAGENOMIC	PAIRED	ILLUMINA	GSC, 	ERP001736	study_APY	APY	Genoscope								This sample (TARA_B100000902) was collected during the Tara Oceans expedition (2009-2013) at station TARA_102 (latitudeN=-5.2669, longitudeE=-85.2732) on date/time=2011-04-22T21:13, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 38-42 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000903.	SAMEA2622219	ERS492012	TARA_20110422T2113Z_102_EVENT_PUMP_P_D_(40 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000902	2011-04-22	40.0	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Guayaquil (MRGID:21974)	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for  prokaryotes.		Seawater was filtered from different depths to retain small cell sizes (Bacteria Organisms). The DNA was extracted and submitted to high throughput sequencing.	[]	1	132726859,23717452,48143741	13735585785,26356523300,4733544906	16556947991,2855000127,9057966974	2014-09-13 07:26:31,2014-09-13 07:26:34,2014-09-13 07:26:41	142.89,99.21,99.38	18.74,6.33,7.58	100.2,142.42,99.37	19.55,5.24,7.5	2011	4	22	21:13:00	19.566255	34.900284	0.22	3.0	0.22-3			-5.2669 -85.2732	-5.2669	-85.2732	deep chlorophyll maximum		water	TARA	Spring	SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	CHIL	Coastal - Chile-Peru Current Coastal Province	Coastal	c(-85.2732, -5.2669)
