run,bioproject,gbp,library_strategy,library_selection,model,sample_name,taxon_name,experiment_accession,experiment_title,library_name,library_source,library_layout,platform,submitter,study_accession,study_alias,study_centre_project_name,organisation,organisation_department,organisation_institution,organisation_street,organisation_city,organisation_country,organisation_contact_name,organisation_contact_email,sample_description,sample_alias,sample_accession,biosample,sample_title,collection_date,depth,geo_loc_name,lat_lon,alkalinity,chlorophyll,diss_inorg_carb,nitro,ph,phaeopigments,salinity,silicate,temp,env_broad_scale,env_local_scale,env_medium,phosphate,tot_part_carb,isolation_source,filter_size_um,biosamplemodel,study_title,design_description,study_abstract,study_links,number_of_runs_for_sample,spots,bases,run_size,published,read1_length_average,read1_length_stdev,read2_length_average,read2_length_stdev,diss_oxygen,pressure,local_time,pre_filter_size_um,env_biome,env_feature,env_material,altitude,diss_org_carb
SRR9178381,PRJNA352737,3.659,WGS,RANDOM,NextSeq 500,HSD20-02a-277-S2C004-0045-170214,marine plankton metagenome,SRX5950753,SCOPE metagenome (small size fraction) from HOT cruise 277 to station ALOHA. Sequenced on 20170214,HSD20-02a-277-S2C004-0045-170214,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-277-S2C004-0045,SRS4861527,SAMN11874797,SCOPE HOT time series metagenomic sample HSD20-02a-277-S2C004-0045,2015-10-14,45,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2328,0,1999,0,8.08,0,35,1,26,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,12167830,3659443398,1665185758,2019-06-07 15:50:21,150.34,4.14,150.41,2.71,,,"",0.2,"","","",,
SRR9178387,PRJNA352737,2.737,WGS,RANDOM,NextSeq 500,HSD20-02a-282-S2C004-0045-170410,marine plankton metagenome,SRX5950747,SCOPE metagenome (small size fraction) from HOT cruise 282 to station ALOHA. Sequenced on 20170410,HSD20-02a-282-S2C004-0045-170410,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-282-S2C004-0045,SRS4861521,SAMN11874857,SCOPE HOT time series metagenomic sample HSD20-02a-282-S2C004-0045,2016-03-09,45,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,,0,,,,0,35,,24,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,9102403,2736970463,1192223298,2019-06-07 15:50:20,150.33,3.9,150.36,3.24,,,"",0.2,"","","",,
SRR9178391,PRJNA352737,2.802,WGS,RANDOM,NextSeq 500,HSD20-02a-282-S2C004-0005-170410,marine plankton metagenome,SRX5950743,SCOPE metagenome (small size fraction) from HOT cruise 282 to station ALOHA. Sequenced on 20170410,HSD20-02a-282-S2C004-0005-170410,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-282-S2C004-0005,SRS4861517,SAMN11874855,SCOPE HOT time series metagenomic sample HSD20-02a-282-S2C004-0005,2016-03-09,5,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2314,0,1996,0,8.08,0,35,1,24,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,9321233,2802356955,1228258134,2019-06-07 15:50:20,150.3,4.23,150.34,3.53,,,"",0.2,"","","",,
SRR9178392,PRJNA352737,3.347,WGS,RANDOM,NextSeq 500,HSD20-02a-268-S2C009-0100-151221,marine plankton metagenome,SRX5950742,SCOPE metagenome (small size fraction) from HOT cruise 268 to station ALOHA. Sequenced on 20151221,HSD20-02a-268-S2C009-0100-151221,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-268-S2C009-0100,SRS4861516,SAMN11874707,SCOPE HOT time series metagenomic sample HSD20-02a-268-S2C009-0100,2014-12-17,100,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2328,0,2009,0,8.07,0,35,,23,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,11081253,3346538406,2089794044,2019-06-07 15:50:20,151,0,151,0,,,"",0.2,"","","",,
SRR9178393,PRJNA352737,2.257,WGS,RANDOM,NextSeq 500,HSD20-02a-267-S2C010-0005-151221,marine plankton metagenome,SRX5950741,SCOPE metagenome (small size fraction) from HOT cruise 267 to station ALOHA. Sequenced on 20151221,HSD20-02a-267-S2C010-0005-151221,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-267-S2C010-0005,SRS4861515,SAMN11874690,SCOPE HOT time series metagenomic sample HSD20-02a-267-S2C010-0005,2014-11-22,5,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2325,0,1996,0,8.09,0,35,2,26,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,3,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,7474749,2257374198,1411262119,2019-06-07 15:50:19,151,0,151,0,,,"",0.2,"","","",,
SRR9178394,PRJNA352737,5.06,WGS,RANDOM,NextSeq 500,HSD20-02a-275-S2C007-0100-170214,marine plankton metagenome,SRX5950740,SCOPE metagenome (small size fraction) from HOT cruise 275 to station ALOHA. Sequenced on 20170214,HSD20-02a-275-S2C007-0100-170214,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-275-S2C007-0100,SRS4861514,SAMN11874787,SCOPE HOT time series metagenomic sample HSD20-02a-275-S2C007-0100,2015-08-13,100,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2319,0,2037,1,8.01,1,35,2,21,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,16831812,5060333033,2281351939,2019-06-07 15:50:19,150.29,4.13,150.35,3.04,,,"",0.2,"","","",,
SRR9178396,PRJNA352737,4.008,WGS,RANDOM,NextSeq 500,HSD20-02a-279-S2C004-0045-170221,marine plankton metagenome,SRX5950738,SCOPE metagenome (small size fraction) from HOT cruise 279 to station ALOHA. Sequenced on 20170221,HSD20-02a-279-S2C004-0045-170221,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-279-S2C004-0045,SRS4861512,SAMN11874821,SCOPE HOT time series metagenomic sample HSD20-02a-279-S2C004-0045,2015-12-09,45,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2305,0,1985,0,8.09,0,35,1,26,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,13356984,4007742013,1914952519,2019-06-07 15:50:19,149.94,7.35,150.11,5.64,,,"",0.2,"","","",,
SRR9178404,PRJNA352737,11.158,WGS,RANDOM,NextSeq 500,HSD00-20a-278-S2C003-0025-161217,marine plankton metagenome,SRX5951199,SCOPE metagenome (large size fraction) from HOT cruise 278 to station ALOHA. Sequenced on 20161217,HSD00-20a-278-S2C003-0025-161217,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-278-S2C003-0025,SRS4861881,SAMN11874619,SCOPE HOT time series metagenomic sample HSD00-20a-278-S2C003-0025,2015-11-14,25,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2318,0,1995,0,8.09,0,35,1,26,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,3,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,37462074,11157729586,5241962681,2019-06-07 15:51:23,148.47,14.5,149.38,10.36,,,"",,"","","",,
SRR9178405,PRJNA352737,2.384,WGS,RANDOM,NextSeq 500,HSD00-20a-268-S2C004-0025-151124,marine plankton metagenome,SRX5951198,SCOPE metagenome (large size fraction) from HOT cruise 268 to station ALOHA. Sequenced on 20151124,HSD00-20a-268-S2C004-0025-151124,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-268-S2C004-0025,SRS4861618,SAMN11874514,SCOPE HOT time series metagenomic sample HSD00-20a-268-S2C004-0025,2014-12-17,25,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,,0,,0,,0,35,0,25,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,7945511,2383542529,869115925,2019-06-07 15:51:22,149.97,6.73,150.01,6.36,,,"",,"","","",,
SRR9178407,PRJNA352737,6.387,WGS,RANDOM,NextSeq 500,HSD00-20a-283-S2C004-0005-170428,marine plankton metagenome,SRX5951196,SCOPE metagenome (large size fraction) from HOT cruise 283 to station ALOHA. Sequenced on 20170428,HSD00-20a-283-S2C004-0005-170428,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-283-S2C004-0005,SRS4861880,SAMN11874678,SCOPE HOT time series metagenomic sample HSD00-20a-283-S2C004-0005,2016-04-15,5,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2299,0,1987,0,8.07,0,35,1,24,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,21315804,6387475708,2678352056,2019-06-07 15:51:22,149.8,7.81,149.86,7.33,,,"",,"","","",,
SRR9178410,PRJNA352737,6.585,WGS,RANDOM,NextSeq 500,HSD00-20a-271-S2C007-0100-161007,marine plankton metagenome,SRX5951193,SCOPE metagenome (large size fraction) from HOT cruise 271 to station ALOHA. Sequenced on 20161007,HSD00-20a-271-S2C007-0100-161007,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-271-S2C007-0100,SRS4861877,SAMN11874550,SCOPE HOT time series metagenomic sample HSD00-20a-271-S2C007-0100,2015-04-22,100,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,,0,,0,,0,35,,22,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,21999430,6585290293,2691882664,2019-06-07 15:51:22,149.6,9.1,149.74,8.14,,,"",,"","","",,
SRR9178411,PRJNA352737,8.56,WGS,RANDOM,NextSeq 500,HSD00-20a-283-S2C004-0045-170428,marine plankton metagenome,SRX5951192,SCOPE metagenome (large size fraction) from HOT cruise 283 to station ALOHA. Sequenced on 20170428,HSD00-20a-283-S2C004-0045-170428,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-283-S2C004-0045,SRS4861876,SAMN11874680,SCOPE HOT time series metagenomic sample HSD00-20a-283-S2C004-0045,2016-04-15,45,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,,0,,,,0,35,,24,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,28581570,8559818095,3575870560,2019-06-07 15:51:22,149.63,9,149.86,7.25,,,"",,"","","",,
SRR9178413,PRJNA352737,2.762,WGS,RANDOM,NextSeq 500,HSD20-02a-273-S2C005-0025-170209,marine plankton metagenome,SRX5951190,SCOPE metagenome (small size fraction) from HOT cruise 273 to station ALOHA. Sequenced on 20170209,HSD20-02a-273-S2C005-0025-170209,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-273-S2C005-0025,SRS4861874,SAMN11874760,SCOPE HOT time series metagenomic sample HSD20-02a-273-S2C005-0025,2015-06-20,25,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2308,0,1995,0,8.08,0,35,1,25,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,9220022,2762346248,1170803025,2019-06-07 15:51:21,149.77,7.51,149.83,7,,,"",0.2,"","","",,
SRR9178414,PRJNA352737,3.005,WGS,RANDOM,NextSeq 500,HSD20-02a-282-S2C014-0100-170410,marine plankton metagenome,SRX5951189,SCOPE metagenome (small size fraction) from HOT cruise 282 to station ALOHA. Sequenced on 20170410,HSD20-02a-282-S2C014-0100-170410,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-282-S2C014-0100,SRS4861873,SAMN11874863,SCOPE HOT time series metagenomic sample HSD20-02a-282-S2C014-0100,2016-03-10,100,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2313,0,1997,,8.07,0,35,,24,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,10005819,3004603736,1315997234,2019-06-07 15:51:21,150.08,6.45,150.21,4.98,,,"",0.2,"","","",,
SRR9178415,PRJNA352737,3.511,WGS,RANDOM,NextSeq 500,HSD20-02a-274-S2C008-0100-170209,marine plankton metagenome,SRX5951188,SCOPE metagenome (small size fraction) from HOT cruise 274 to station ALOHA. Sequenced on 20170209,HSD20-02a-274-S2C008-0100-170209,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-274-S2C008-0100,SRS4861872,SAMN11874775,SCOPE HOT time series metagenomic sample HSD20-02a-274-S2C008-0100,2015-07-20,100,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2322,0,2037,0,8.02,0,35,2,22,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,11681886,3511030711,1496832297,2019-06-07 15:51:21,150.27,4.03,150.28,3.65,,,"",0.2,"","","",,
SRR9178416,PRJNA352737,2.884,WGS,RANDOM,NextSeq 500,HSD20-02a-282-S2C004-0025-170410,marine plankton metagenome,SRX5951187,SCOPE metagenome (small size fraction) from HOT cruise 282 to station ALOHA. Sequenced on 20170410,HSD20-02a-282-S2C004-0025-170410,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-282-S2C004-0025,SRS4861871,SAMN11874856,SCOPE HOT time series metagenomic sample HSD20-02a-282-S2C004-0025,2016-03-09,25,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2316,0,1996,,8.07,0,35,,24,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,9587950,2883653261,1261646439,2019-06-07 15:51:21,150.38,3.4,150.38,3.12,,,"",0.2,"","","",,
SRR9178417,PRJNA352737,5.912,WGS,RANDOM,NextSeq 500,HSD20-02a-280-S2C007-0100-170217,marine plankton metagenome,SRX5951186,SCOPE metagenome (small size fraction) from HOT cruise 280 to station ALOHA. Sequenced on 20170217,HSD20-02a-280-S2C007-0100-170217,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-280-S2C007-0100,SRS4861870,SAMN11874835,SCOPE HOT time series metagenomic sample HSD20-02a-280-S2C007-0100,2016-01-13,100,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,,0,,0,,0,35,1,24,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,19665491,5912104789,2658717941,2019-06-07 15:51:21,150.32,3.92,150.31,3.77,,,"",0.2,"","","",,
SRR9178418,PRJNA352737,2.696,WGS,RANDOM,NextSeq 500,HSD20-02a-278-S2C003-0025-170221,marine plankton metagenome,SRX5951185,SCOPE metagenome (small size fraction) from HOT cruise 278 to station ALOHA. Sequenced on 20170221,HSD20-02a-278-S2C003-0025-170221,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-278-S2C003-0025,SRS4861716,SAMN11874808,SCOPE HOT time series metagenomic sample HSD20-02a-278-S2C003-0025,2015-11-14,25,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2318,0,1995,0,8.09,0,35,1,26,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,3,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,8986679,2695755028,1287416951,2019-06-07 15:51:21,149.92,7.63,150.06,6.28,,,"",0.2,"","","",,
SRR9178419,PRJNA352737,4.381,WGS,RANDOM,NextSeq 500,HSD20-02a-275-S2C004-0075-170214,marine plankton metagenome,SRX5951184,SCOPE metagenome (small size fraction) from HOT cruise 275 to station ALOHA. Sequenced on 20170214,HSD20-02a-275-S2C004-0075-170214,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-275-S2C004-0075,SRS4861869,SAMN11874786,SCOPE HOT time series metagenomic sample HSD20-02a-275-S2C004-0075,2015-08-13,75,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,,0,,0,,0,35,2,22,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,14568290,4381209674,1978135952,2019-06-07 15:51:20,150.36,3.38,150.37,2.93,,,"",0.2,"","","",,
