sample	latitude	longitude	project	depth	temperature_degC	year	model	layer	season	sub_region_seavox	region_seavox	provdescr_longhurst	environment	env_biome	env_feature	env_material
BGT_SAMN07136492_100_2010_05_12	46.312	-39.658	BGT	100.0	14.8591	2010.0	NextSeq 550	surface water	Spring	NORTHEAST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Drift Province (WWDR)	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136495_8_2010_05_20	36.2067	-53.2681	BGT	8.0	18.5744	2010.0	NextSeq 550	surface water	Spring	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136496_50_2010_05_20	36.2067	-53.2681	BGT	50.0	18.326799	2010.0	NextSeq 550	surface water	Spring	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136497_74_2010_05_20	36.2067	-53.2681	BGT	74.0	18.0693	2010.0	NextSeq 550	surface water	Spring	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136507_10_2010_05_21	34.3277	-55.4316	BGT	10.0	18.8575	2010.0	NextSeq 550	surface water	Spring	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136508_50_2010_05_21	34.3277	-55.4316	BGT	50.0	18.1672	2010.0	NextSeq 550	surface water	Spring	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136509_77_2010_05_21	34.3277	-55.4316	BGT	77.0	17.8545	2010.0	NextSeq 550	surface water	Spring	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136520_100_2010_06_28	9.5462	-50.4686	BGT	100.0	26.257999	2010.0	NextSeq 550	surface water	Summer	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Trades - N. Atlantic Tropical Gyral Province (TRPG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136523_8_2010_06_24	16.8312	-56.2685	BGT	8.0	29.158001	2010.0	NextSeq 550	surface water	Summer	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Trades - N. Atlantic Tropical Gyral Province (TRPG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136528_31_2011_11_16	35.41617	-66.54077	BGT	31.3	23.075001	2011.0	NextSeq 550	surface water	Fall	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136535_38_2011_12_01	24.1497	-40.21786	BGT	38.9	25.242001	2011.0	NextSeq 550	surface water	Fall	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Trades - N. Atlantic Tropical Gyral Province (TRPG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136537_75_2011_12_01	24.1497	-40.21786	BGT	75.1	25.193001	2011.0	NextSeq 550	surface water	Fall	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Trades - N. Atlantic Tropical Gyral Province (TRPG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136560_41_2011_11_19	31.75351	-64.17499	BGT	41.8	24.134001	2011.0	NextSeq 550	surface water	Fall	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136561_75_2011_11_19	31.75351	-64.17499	BGT	75.7	24.188999	2011.0	NextSeq 550	surface water	Fall	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136568_39_2011_11_30	26.13688	-44.82622	BGT	39.7	25.136999	2011.0	NextSeq 550	surface water	Fall	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136576_48_2011_12_10	17.39998	-24.50003	BGT	48.1	24.677999	2011.0	NextSeq 550	surface water	Fall	NORTHEAST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Trades - N. Atlantic Tropical Gyral Province (TRPG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136583_40_2011_11_26	27.58305	-49.63297	BGT	40.1	25.357	2011.0	NextSeq 550	surface water	Fall	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136591_30_2011_11_08	39.69225	-69.86286	BGT	30.2	19.386	2011.0	NextSeq 550	surface water	Fall	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Coastal - NW Atlantic Shelves Province	Coastal	ocean_biome	ocean	water
BGT_SAMN07136598_39_2011_11_12	38.32433	-68.87553	BGT	39.4	23.535999	2011.0	NextSeq 550	surface water	Fall	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - Gulf Stream Province	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136599_65_2011_11_12	38.32433	-68.87553	BGT	65.6	23.545	2011.0	NextSeq 550	surface water	Fall	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - Gulf Stream Province	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136606_39_2011_11_15	37.60731	-68.3895	BGT	39.6	23.395	2011.0	NextSeq 550	surface water	Fall	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - Gulf Stream Province	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136614_50_2011_12_07	19.43336	-29.38323	BGT	50.0	24.811001	2011.0	NextSeq 550	surface water	Fall	NORTHEAST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Trades - N. Atlantic Tropical Gyral Province (TRPG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136615_74_2011_12_07	19.43336	-29.38323	BGT	74.5	24.806999	2011.0	NextSeq 550	surface water	Fall	NORTHEAST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Trades - N. Atlantic Tropical Gyral Province (TRPG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136622_11_2010_06_17	24.7143	-67.0726	BGT	11.0	26.76	2010.0	NextSeq 550	surface water	Spring	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Trades - N. Atlantic Tropical Gyral Province (TRPG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136623_77_2010_06_17	24.7143	-67.0726	BGT	77.0	22.846001	2010.0	NextSeq 550	surface water	Spring	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Trades - N. Atlantic Tropical Gyral Province (TRPG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136627_12_2010_06_19	22.3411	-63.5833	BGT	12.0	28.393999	2010.0	NextSeq 550	surface water	Spring	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Trades - N. Atlantic Tropical Gyral Province (TRPG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136632_9_2010_05_11	47.8007	-39.399	BGT	9.0	15.0027	2010.0	NextSeq 550	surface water	Spring	NORTHEAST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Drift Province (WWDR)	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136633_50_2010_05_11	47.8007	-39.399	BGT	50.0	15.009	2010.0	NextSeq 550	surface water	Spring	NORTHEAST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Drift Province (WWDR)	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136634_75_2010_05_11	47.8007	-39.399	BGT	75.0	15.0567	2010.0	NextSeq 550	surface water	Spring	NORTHEAST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Drift Province (WWDR)	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136638_10_2010_06_13	31.6667	-64.167	BGT	10.0	23.792999	2010.0	NextSeq 550	surface water	Spring	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136639_75_2010_06_13	31.6667	-64.167	BGT	75.0	18.712999	2010.0	NextSeq 550	surface water	Spring	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136643_8_2010_06_16	28.0905	-67.5015	BGT	8.0	26.875999	2010.0	NextSeq 550	surface water	Spring	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136650_10_2011_03_14	-32.092	-37.4563	BGT	10.0	23.8445	2011.0	NextSeq 550	surface water	Winter	SOUTHWEST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - South Atlantic Gyral Province (SATG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136652_11_2011_03_15	-29.0538	-35.8078	BGT	11.0	24.099899	2011.0	NextSeq 550	surface water	Winter	SOUTHWEST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - South Atlantic Gyral Province (SATG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136655_10_2011_03_17	-26.0867	-34.2585	BGT	10.0	25.91	2011.0	NextSeq 550	surface water	Winter	SOUTHWEST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - South Atlantic Gyral Province (SATG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136658_9_2011_03_18	-22.4732	-32.7487	BGT	9.0	26.381201	2011.0	NextSeq 550	surface water	Winter	SOUTHWEST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - South Atlantic Gyral Province (SATG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136661_49_2011_03_20	-17.0173	-30.6052	BGT	49.0	27.6432	2011.0	NextSeq 550	surface water	Spring	SOUTHWEST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - South Atlantic Gyral Province (SATG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136662_10_2011_03_22	-12.8957	-29.2335	BGT	10.0	28.1084	2011.0	NextSeq 550	surface water	Spring	SOUTHWEST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - South Atlantic Gyral Province (SATG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136663_49_2011_03_22	-12.8957	-29.2335	BGT	49.0	27.2659	2011.0	NextSeq 550	surface water	Spring	SOUTHWEST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - South Atlantic Gyral Province (SATG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136666_10_2011_03_23	-9.1608	-28.0012	BGT	10.0	28.780001	2011.0	NextSeq 550	surface water	Spring	SOUTHWEST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - South Atlantic Gyral Province (SATG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136669_10_2011_03_24	-5.6667	-28.4572	BGT	10.0	28.884501	2011.0	NextSeq 550	surface water	Spring	SOUTHWEST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - Western Tropical Atlantic Province	Trades	ocean_biome	ocean	water
BGT_SAMN07136678_10_2011_03_05	-49.5475	-52.6885	BGT	10.0	9.9952	2011.0	NextSeq 550	surface water	Winter	SOUTHWEST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Coastal - SW Atlantic Shelves Province	Coastal	ocean_biome	ocean	water
BGT_SAMN07136679_49_2011_03_05	-49.5475	-52.6885	BGT	49.0	8.2996	2011.0	NextSeq 550	surface water	Winter	SOUTHWEST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Coastal - SW Atlantic Shelves Province	Coastal	ocean_biome	ocean	water
BGT_SAMN07136680_11_2011_03_06	-48.9358	-48.7933	BGT	11.0	11.2723	2011.0	NextSeq 550	surface water	Winter	SOUTHWEST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Westerlies - Subantarctic Province	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136681_51_2011_03_06	-48.9358	-48.7933	BGT	51.0	7.8391	2011.0	NextSeq 550	surface water	Winter	SOUTHWEST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Westerlies - Subantarctic Province	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136683_10_2011_03_08	-46.907	-47.179	BGT	10.0	17.165501	2011.0	NextSeq 550	surface water	Winter	SOUTHWEST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Westerlies - Subantarctic Province	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136686_10_2011_03_09	-44.7117	-45.5265	BGT	10.0	16.9669	2011.0	NextSeq 550	surface water	Winter	SOUTHWEST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Westerlies - S. Subtropical Convergence Province	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136687_51_2011_03_09	-44.7117	-45.5265	BGT	51.0	11.8986	2011.0	NextSeq 550	surface water	Winter	SOUTHWEST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Westerlies - S. Subtropical Convergence Province	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136689_10_2011_03_10	-42.364	-44.0318	BGT	10.0	17.211399	2011.0	NextSeq 550	surface water	Winter	SOUTHWEST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Westerlies - S. Subtropical Convergence Province	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136690_50_2011_03_10	-42.364	-44.0318	BGT	50.0	13.4598	2011.0	NextSeq 550	surface water	Winter	SOUTHWEST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Westerlies - S. Subtropical Convergence Province	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136699_33_2010_10_24	24.00011	-22.00011	BGT	33.2	25.66	2010.0	NextSeq 550	surface water	Fall	NORTHEAST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Trades - N. Atlantic Tropical Gyral Province (TRPG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136706_51_2010_10_30	17.35162	-20.81672	BGT	51.8	17.940001	2010.0	NextSeq 550	surface water	Fall	NORTHEAST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Trades - N. Atlantic Tropical Gyral Province (TRPG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136712_31_2010_11_02	17.39978	-24.4998	BGT	31.8	26.67	2010.0	NextSeq 550	surface water	Fall	NORTHEAST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Trades - N. Atlantic Tropical Gyral Province (TRPG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136713_50_2010_11_02	17.39978	-24.4998	BGT	50.4	24.0	2010.0	NextSeq 550	surface water	Fall	NORTHEAST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Trades - N. Atlantic Tropical Gyral Province (TRPG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136758_15_2011_05_24	-30.0	174.0	BGT	15.0	21.518999	2011.0	NextSeq 550	surface water	Spring	SOUTHWEST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Trades - Archipelagic Deep Basins Province	Trades	ocean_biome	ocean	water
BGT_SAMN07136761_9_2010_05_22	33.4334	-58.0503	BGT	9.0	20.5662	2010.0	NextSeq 550	surface water	Spring	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136762_51_2010_05_22	33.4334	-58.0503	BGT	51.0	18.929501	2010.0	NextSeq 550	surface water	Spring	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136763_76_2010_05_22	33.4334	-58.0503	BGT	76.0	18.6427	2010.0	NextSeq 550	surface water	Spring	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136766_15_2011_05_14	-29.998	153.5	BGT	15.0	23.280001	2011.0	NextSeq 550	surface water	Spring	CORAL SEA	PACIFIC OCEAN	Coastal - East Australian Coastal Province	Coastal	ocean_biome	ocean	water
BGT_SAMN07136767_50_2011_05_14	-29.998	153.5	BGT	50.0	23.305	2011.0	NextSeq 550	surface water	Spring	CORAL SEA	PACIFIC OCEAN	Coastal - East Australian Coastal Province	Coastal	ocean_biome	ocean	water
BGT_SAMN07136774_30_2011_05_16	-30.0	156.0	BGT	30.0	21.934	2011.0	NextSeq 550	surface water	Spring	TASMAN SEA	PACIFIC OCEAN	Coastal - East Australian Coastal Province	Coastal	ocean_biome	ocean	water
BGT_SAMN07136785_50_2011_05_31	-32.5	-170.0	BGT	50.0	19.660999	2011.0	NextSeq 550	surface water	Spring	SOUTHWEST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136790_30_2011_06_01	-32.5	-172.0	BGT	30.0	19.660999	2011.0	NextSeq 550	surface water	Spring	SOUTHWEST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136801_31_2011_06_14	-32.50433	-163.98967	BGT	31.0	19.405207	2011.0	NextSeq 550	surface water	Spring	SOUTHWEST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136809_31_2011_06_18	-32.50383	-156.01067	BGT	31.0	18.827581	2011.0	NextSeq 550	surface water	Spring	SOUTHWEST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136815_51_2011_06_19	-32.4995	-154.99933	BGT	51.0	19.234413	2011.0	NextSeq 550	surface water	Spring	SOUTHWEST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136818_15_2011_06_19	-32.50133	-153.99817	BGT	15.0	18.086941	2011.0	NextSeq 550	surface water	Spring	SOUTHWEST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136821_77_2011_06_19	-32.50133	-153.99817	BGT	77.0	18.093624	2011.0	NextSeq 550	surface water	Spring	SOUTHWEST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136874_30_2011_06_21	-32.49567	-151.00067	BGT	30.0	19.398989	2011.0	NextSeq 550	surface water	Summer	SOUTHWEST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136879_50_2011_05_26	-31.6	178.0	BGT	50.0	20.671	2011.0	NextSeq 550	surface water	Spring	SOUTHWEST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136904_76_2011_06_12	-32.499	-169.00233	BGT	76.0	19.002514	2011.0	NextSeq 550	surface water	Spring	SOUTHWEST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136915_6_2010_10_20	-35.36689	14.90645	BGT	6.4	17.943501	2010.0	NextSeq 550	surface water	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Coastal - Benguela Current Coastal Province	Coastal	ocean_biome	ocean	water
BGT_SAMN07136916_21_2010_10_20	-35.36689	14.90645	BGT	21.3	17.941299	2010.0	NextSeq 550	surface water	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Coastal - Benguela Current Coastal Province	Coastal	ocean_biome	ocean	water
BGT_SAMN07136919_81_2010_10_20	-35.36689	14.90645	BGT	81.5	17.8179	2010.0	NextSeq 550	surface water	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Coastal - Benguela Current Coastal Province	Coastal	ocean_biome	ocean	water
BGT_SAMN07136921_10_2010_10_23	-36.48458	13.276	BGT	10.0	13.0005	2010.0	NextSeq 550	surface water	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - South Atlantic Gyral Province (SATG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136922_21_2010_10_23	-36.48458	13.276	BGT	21.1	12.9998	2010.0	NextSeq 550	surface water	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - South Atlantic Gyral Province (SATG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136923_50_2010_10_23	-36.48458	13.276	BGT	50.2	12.624	2010.0	NextSeq 550	surface water	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - South Atlantic Gyral Province (SATG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136924_59_2010_10_23	-36.48458	13.276	BGT	59.8	12.4783	2010.0	NextSeq 550	surface water	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - South Atlantic Gyral Province (SATG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136934_21_2010_10_27	-40.06269	5.52721	BGT	21.6	11.9467	2010.0	NextSeq 550	surface water	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Westerlies - S. Subtropical Convergence Province	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136935_51_2010_10_27	-40.06269	5.52721	BGT	51.2	11.702	2010.0	NextSeq 550	surface water	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Westerlies - S. Subtropical Convergence Province	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136936_66_2010_10_27	-40.06269	5.52721	BGT	66.3	11.6951	2010.0	NextSeq 550	surface water	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Westerlies - S. Subtropical Convergence Province	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136937_81_2010_10_27	-40.06269	5.52721	BGT	81.4	11.6955	2010.0	NextSeq 550	surface water	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Westerlies - S. Subtropical Convergence Province	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136939_6_2010_10_29	-40.01935	0.88755	BGT	6.0	10.7282	2010.0	NextSeq 550	surface water	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Westerlies - S. Subtropical Convergence Province	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136940_21_2010_10_29	-40.01935	0.88755	BGT	21.4	10.5504	2010.0	NextSeq 550	surface water	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Westerlies - S. Subtropical Convergence Province	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136943_76_2010_10_29	-40.01935	0.88755	BGT	76.2	10.1859	2010.0	NextSeq 550	surface water	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Westerlies - S. Subtropical Convergence Province	Westerlies	ocean_biome	ocean	water
BGT_SAMN07136945_6_2010_11_10	-34.89531	16.07692	BGT	6.0	18.187201	2010.0	NextSeq 550	surface water	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Coastal - E. Africa Coastal Province	Coastal	ocean_biome	ocean	water
BGT_SAMN07136946_21_2010_11_10	-34.89531	16.07692	BGT	21.2	18.0574	2010.0	NextSeq 550	surface water	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Coastal - E. Africa Coastal Province	Coastal	ocean_biome	ocean	water
BGT_SAMN07136947_41_2010_11_10	-34.89531	16.07692	BGT	41.3	18.041901	2010.0	NextSeq 550	surface water	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Coastal - E. Africa Coastal Province	Coastal	ocean_biome	ocean	water
BGT_SAMN07136948_60_2010_11_10	-34.89531	16.07692	BGT	60.9	18.004499	2010.0	NextSeq 550	surface water	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Coastal - E. Africa Coastal Province	Coastal	ocean_biome	ocean	water
BGT_SAMN07136949_71_2010_11_10	-34.89531	16.07692	BGT	71.6	17.9923	2010.0	NextSeq 550	surface water	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Coastal - E. Africa Coastal Province	Coastal	ocean_biome	ocean	water
BGT_SAMN07136954_61_2010_11_12	-36.4495	13.21958	BGT	61.5	14.7296	2010.0	NextSeq 550	surface water	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - South Atlantic Gyral Province (SATG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136955_80_2010_11_12	-36.4495	13.21958	BGT	80.9	14.5617	2010.0	NextSeq 550	surface water	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - South Atlantic Gyral Province (SATG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136956_100_2010_11_12	-36.4495	13.21958	BGT	100.9	14.204	2010.0	NextSeq 550	surface water	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - South Atlantic Gyral Province (SATG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136957_6_2010_11_15	-39.25553	7.72506	BGT	6.1	13.8329	2010.0	NextSeq 550	surface water	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - South Atlantic Gyral Province (SATG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136958_21_2010_11_15	-39.25553	7.72506	BGT	21.4	13.6783	2010.0	NextSeq 550	surface water	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - South Atlantic Gyral Province (SATG)	Trades	ocean_biome	ocean	water
BGT_SAMN07136959_51_2010_11_15	-39.25553	7.72506	BGT	51.2	13.5777	2010.0	NextSeq 550	surface water	Fall	SOUTHEAST ATLANTIC OCEAN (20W)	ATLANTIC OCEAN	Trades - South Atlantic Gyral Province (SATG)	Trades	ocean_biome	ocean	water
